;$FILEVERSION=2.0
;$STARTTIME=45232.8661187384
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 20:47:12.659.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
   5039     12381.010 DT     0181 Rx 8  00 80 37 92 22 28 18 00 
   5040     12381.132 DT     0281 Rx 8  00 00 00 00 30 14 25 00 
   5041     12383.979 DT     0080 Rx 0  
   5042     12384.083 DT     0201 Rx 6  0F 00 55 6A 18 00 
   5043     12384.898 DT     0181 Rx 8  00 80 37 92 F8 4D 18 00 
   5044     12385.021 DT     0281 Rx 8  00 00 00 00 90 87 24 00 
   5045     12387.968 DT     0080 Rx 0  
   5046     12388.069 DT     0201 Rx 6  0F 00 B5 8F 18 00 
   5047     12389.023 DT     0181 Rx 8  00 80 37 92 0F 74 18 00 
   5048     12389.145 DT     0281 Rx 8  00 00 00 00 D8 7B 24 00 
   5049     12391.958 DT     0080 Rx 0  
   5050     12392.059 DT     0201 Rx 6  0F 00 B1 B4 18 00 
   5051     12392.906 DT     0181 Rx 8  00 80 37 92 FC 98 18 00 
   5052     12393.028 DT     0281 Rx 8  00 00 00 00 28 45 24 00 
   5053     12395.947 DT     0080 Rx 0  
   5054     12396.051 DT     0201 Rx 6  0F 00 4A D9 18 00 
   5055     12396.997 DT     0181 Rx 8  00 80 37 92 70 BE 18 00 
   5056     12397.117 DT     0281 Rx 8  00 00 00 00 58 CC 21 00 
   5057     12399.934 DT     0080 Rx 0  
   5058     12400.038 DT     0201 Rx 6  0F 00 7C FD 18 00 
   5059     12400.882 DT     0181 Rx 8  00 80 37 92 78 E2 18 00 
   5060     12401.002 DT     0281 Rx 8  00 00 00 00 68 E7 23 00 
   5061     12403.925 DT     0080 Rx 0  
   5062     12404.025 DT     0201 Rx 6  0F 00 47 21 19 00 
   5063     12404.880 DT     0181 Rx 8  00 80 37 92 82 07 19 00 
   5064     12405.002 DT     0281 Rx 8  00 00 00 00 80 DD 24 00 
   5065     12407.912 DT     0080 Rx 0  
   5066     12408.014 DT     0201 Rx 6  0F 00 A9 44 19 00 
   5067     12408.997 DT     0181 Rx 8  00 80 37 92 14 2A 19 00 
   5068     12409.122 DT     0281 Rx 8  00 00 00 00 F0 83 22 00 
   5069     12411.900 DT     0080 Rx 0  
   5070     12412.001 DT     0201 Rx 6  0F 00 A0 67 19 00 
   5071     12412.865 DT     0181 Rx 8  00 80 37 92 7A 4D 19 00 
   5072     12412.987 DT     0281 Rx 8  00 00 00 00 90 16 22 00 
   5073     12415.889 DT     0080 Rx 0  
   5074     12415.991 DT     0201 Rx 6  0F 00 2D 8A 19 00 
   5075     12416.975 DT     0181 Rx 8  00 80 37 92 A6 70 19 00 
   5076     12417.097 DT     0281 Rx 8  00 00 00 00 E8 BA 20 00 
   5077     12419.877 DT     0080 Rx 0  
   5078     12419.980 DT     0201 Rx 6  0F 00 4C AC 19 00 
   5079     12420.993 DT     0181 Rx 8  00 80 37 92 B1 92 19 00 
   5080     12421.112 DT     0281 Rx 8  00 00 00 00 58 CC 21 00 
   5081     12423.867 DT     0080 Rx 0  
   5082     12423.969 DT     0201 Rx 6  0F 00 FC CD 19 00 
   5083     12424.871 DT     0181 Rx 8  00 80 37 92 AC B5 19 00 
   5084     12424.993 DT     0281 Rx 8  00 00 00 00 D8 10 21 00 
   5085     12427.856 DT     0080 Rx 0  
   5086     12427.960 DT     0201 Rx 6  0F 00 3D EF 19 00 
   5087     12428.989 DT     0181 Rx 8  00 80 37 92 0C D6 19 00 
   5088     12429.115 DT     0281 Rx 8  00 00 00 00 60 A7 20 00 
   5089     12431.844 DT     0080 Rx 0  
   5090     12431.951 DT     0201 Rx 6  0F 00 0C 10 1A 00 
   5091     12432.943 DT     0181 Rx 8  00 80 37 92 70 F7 19 00 
   5092     12433.065 DT     0281 Rx 8  00 00 00 00 90 22 20 00 
   5093     12435.833 DT     0080 Rx 0  
   5094     12435.935 DT     0201 Rx 6  0F 00 69 30 1A 00 
   5095     12436.956 DT     0181 Rx 8  00 80 37 92 39 18 1A 00 
   5096     12437.075 DT     0281 Rx 8  00 00 00 00 E8 4F 1D 00 
   5097     12439.822 DT     0080 Rx 0  
   5098     12439.928 DT     0201 Rx 6  0F 00 53 50 1A 00 
   5099     12440.973 DT     0181 Rx 8  00 80 37 92 28 38 1A 00 
   5100     12441.095 DT     0281 Rx 8  00 00 00 00 78 A9 1F 00 
   5101     12443.811 DT     0080 Rx 0  
   5102     12443.913 DT     0201 Rx 6  0F 00 C7 6F 1A 00 
   5103     12444.978 DT     0181 Rx 8  00 80 37 92 21 59 1A 00 
   5104     12445.100 DT     0281 Rx 8  00 00 00 00 80 EF 21 00 
   5105     12447.701 DT     0080 Rx 0  
   5106     12447.802 DT     0201 Rx 6  0F 00 C5 8E 1A 00 
   5107     12448.838 DT     0181 Rx 8  00 80 37 92 30 77 1A 00 
   5108     12448.959 DT     0281 Rx 8  00 00 00 00 88 59 1E 00 
   5109     12451.690 DT     0080 Rx 0  
   5110     12451.792 DT     0201 Rx 6  0F 00 4B AD 1A 00 
   5111     12452.728 DT     0181 Rx 8  00 80 37 92 81 96 1A 00 
   5112     12452.850 DT     0281 Rx 8  00 00 00 00 D8 22 1E 00 
   5113     12455.678 DT     0080 Rx 0  
   5114     12455.779 DT     0201 Rx 6  0F 00 58 CB 1A 00 
   5115     12456.863 DT     0181 Rx 8  00 80 37 92 96 B5 1A 00 
   5116     12456.985 DT     0281 Rx 8  00 00 00 00 B0 FF 1D 00 
   5117     12459.665 DT     0080 Rx 0  
   5118     12459.769 DT     0201 Rx 6  0F 00 EC E8 1A 00 
   5119     12460.824 DT     0181 Rx 8  00 80 37 92 4C D2 1A 00 
   5120     12460.944 DT     0281 Rx 8  00 00 00 00 A8 B3 1C 00 
   5121     12463.655 DT     0080 Rx 0  
   5122     12463.758 DT     0201 Rx 6  0F 00 04 06 1B 00 
   5123     12464.716 DT     0181 Rx 8  00 80 37 92 50 F0 1A 00 
   5124     12464.839 DT     0281 Rx 8  00 00 00 00 90 B7 1C 00 
   5125     12467.645 DT     0080 Rx 0  
   5126     12467.746 DT     0201 Rx 6  0F 00 A0 22 1B 00 
   5127     12468.864 DT     0181 Rx 8  00 80 37 92 F2 0D 1B 00 
   5128     12468.986 DT     0281 Rx 8  00 00 00 00 08 33 1A 00 
   5129     12471.634 DT     0080 Rx 0  
   5130     12471.736 DT     0201 Rx 6  0F 00 BE 3E 1B 00 
   5131     12472.807 DT     0181 Rx 8  00 80 37 92 4F 29 1B 00 
   5132     12472.931 DT     0281 Rx 8  00 00 00 00 B0 05 1D 00 
   5133     12475.625 DT     0080 Rx 0  
   5134     12475.726 DT     0201 Rx 6  0F 00 5D 5A 1B 00 
   5135     12476.823 DT     0181 Rx 8  00 80 37 92 DD 45 1B 00 
   5136     12476.944 DT     0281 Rx 8  00 00 00 00 C0 3E 1A 00 
   5137     12479.615 DT     0080 Rx 0  
   5138     12479.715 DT     0201 Rx 6  0F 00 7C 75 1B 00 
   5139     12480.719 DT     0181 Rx 8  00 80 37 92 DF 61 1B 00 
   5140     12480.839 DT     0281 Rx 8  00 00 00 00 18 DD 19 00 
   5141     12483.601 DT     0080 Rx 0  
   5142     12483.705 DT     0201 Rx 6  0F 00 1B 90 1B 00 
   5143     12484.832 DT     0181 Rx 8  00 80 37 92 CB 7B 1B 00 
   5144     12484.954 DT     0281 Rx 8  00 00 00 00 D8 34 1B 00 
   5145     12487.592 DT     0080 Rx 0  
   5146     12487.693 DT     0201 Rx 6  0F 00 38 AA 1B 00 
   5147     12488.800 DT     0181 Rx 8  00 80 37 92 C0 96 1B 00 
   5148     12488.922 DT     0281 Rx 8  00 00 00 00 90 CF 18 00 
   5149     12491.581 DT     0080 Rx 0  
   5150     12491.682 DT     0201 Rx 6  0F 00 D1 C3 1B 00 
   5151     12492.806 DT     0181 Rx 8  00 80 37 92 67 B1 1B 00 
   5152     12492.928 DT     0281 Rx 8  00 00 00 00 98 1B 1A 00 
   5153     12495.572 DT     0080 Rx 0  
   5154     12495.674 DT     0201 Rx 6  0F 00 E7 DC 1B 00 
   5155     12496.703 DT     0181 Rx 8  00 80 37 92 81 C9 1B 00 
   5156     12496.824 DT     0281 Rx 8  00 00 00 00 98 27 18 00 
   5157     12499.560 DT     0080 Rx 0  
   5158     12499.661 DT     0201 Rx 6  0F 00 77 F5 1B 00 
   5159     12500.795 DT     0181 Rx 8  00 80 37 92 5E E3 1B 00 
   5160     12500.917 DT     0281 Rx 8  00 00 00 00 98 A4 18 00 
   5161     12503.547 DT     0080 Rx 0  
   5162     12503.651 DT     0201 Rx 6  0F 00 81 0D 1C 00 
   5163     12504.832 DT     0181 Rx 8  00 80 37 92 A5 FB 1B 00 
   5164     12504.954 DT     0281 Rx 8  00 00 00 00 18 66 18 00 
   5165     12507.537 DT     0080 Rx 0  
   5166     12507.638 DT     0201 Rx 6  0F 00 04 25 1C 00 
   5167     12508.800 DT     0181 Rx 8  00 80 37 92 18 13 1C 00 
   5168     12508.922 DT     0281 Rx 8  00 00 00 00 18 FB 14 00 
   5169     12511.528 DT     0080 Rx 0  
   5170     12511.629 DT     0201 Rx 6  0F 00 FF 3B 1C 00 
   5171     12512.695 DT     0181 Rx 8  00 80 37 92 A8 2A 1C 00 
   5172     12512.817 DT     0281 Rx 8  00 00 00 00 E8 6D 18 00 
   5173     12515.515 DT     0080 Rx 0  
   5174     12515.621 DT     0201 Rx 6  0F 00 71 52 1C 00 
   5175     12516.779 DT     0181 Rx 8  00 80 37 92 86 41 1C 00 
   5176     12516.901 DT     0281 Rx 8  00 00 00 00 D8 DB 14 00 
   5177     12519.502 DT     0080 Rx 0  
   5178     12519.608 DT     0201 Rx 6  0F 00 59 68 1C 00 
   5179     12520.685 DT     0181 Rx 8  00 80 37 92 8C 58 1C 00 
   5180     12520.806 DT     0281 Rx 8  00 00 00 00 C0 CD 17 00 
   5181     12523.492 DT     0080 Rx 0  
   5182     12523.593 DT     0201 Rx 6  0F 00 B7 7D 1C 00 
   5183     12524.682 DT     0181 Rx 8  00 80 37 92 07 6D 1C 00 
   5184     12524.804 DT     0281 Rx 8  00 00 00 00 38 D2 13 00 
   5185     12527.482 DT     0080 Rx 0  
   5186     12527.585 DT     0201 Rx 6  0F 00 89 92 1C 00 
   5187     12528.821 DT     0181 Rx 8  00 80 37 92 4F 83 1C 00 
   5188     12528.945 DT     0281 Rx 8  00 00 00 00 80 BA 15 00 
   5189     12531.471 DT     0080 Rx 0  
   5190     12531.570 DT     0201 Rx 6  0F 00 CE A6 1C 00 
   5191     12532.778 DT     0181 Rx 8  00 80 37 92 51 97 1C 00 
   5192     12532.901 DT     0281 Rx 8  00 00 00 00 C0 EB 12 00 
   5193     12535.459 DT     0080 Rx 0  
   5194     12535.561 DT     0201 Rx 6  0F 00 86 BA 1C 00 
   5195     12536.804 DT     0181 Rx 8  00 80 37 92 89 AC 1C 00 
   5196     12536.926 DT     0281 Rx 8  00 00 00 00 D8 58 15 00 
   5197     12539.447 DT     0080 Rx 0  
   5198     12539.551 DT     0201 Rx 6  0F 00 B0 CD 1C 00 
   5199     12540.773 DT     0181 Rx 8  00 80 37 92 A2 BE 1C 00 
   5200     12540.898 DT     0281 Rx 8  00 00 00 00 F0 6C 11 00 
   5201     12543.437 DT     0080 Rx 0  
   5202     12543.541 DT     0201 Rx 6  0F 00 4B E0 1C 00 
   5203     12544.663 DT     0181 Rx 8  00 80 37 92 9F D2 1C 00 
   5204     12544.783 DT     0281 Rx 8  00 00 00 00 88 9B 13 00 
   5205     12547.425 DT     0080 Rx 0  
   5206     12547.529 DT     0201 Rx 6  0F 00 57 F2 1C 00 
   5207     12548.757 DT     0181 Rx 8  00 80 37 92 F0 E4 1C 00 
   5208     12548.879 DT     0281 Rx 8  00 00 00 00 98 D4 10 00 
   5209     12551.414 DT     0080 Rx 0  
   5210     12551.517 DT     0201 Rx 6  0F 00 D2 03 1D 00 
   5211     12551.746 DT     0181 Rx 8  00 80 37 92 E8 F1 1C 00 
   5212     12551.868 DT     0281 Rx 8  00 00 00 00 28 3A 11 00 
   5213     12555.405 DT     0080 Rx 0  
   5214     12555.507 DT     0201 Rx 6  0F 00 BC 14 1D 00 
   5215     12555.831 DT     0181 Rx 8  00 80 37 92 D6 04 1D 00 
   5216     12555.952 DT     0281 Rx 8  00 00 00 00 98 D4 10 00 
   5217     12559.392 DT     0080 Rx 0  
   5218     12559.494 DT     0201 Rx 6  0F 00 15 25 1D 00 
   5219     12559.753 DT     0181 Rx 8  00 80 37 92 A9 13 1D 00 
   5220     12559.873 DT     0281 Rx 8  00 00 00 00 38 F0 0E 00 
   5221     12563.383 DT     0080 Rx 0  
   5222     12563.484 DT     0201 Rx 6  0F 00 DB 34 1D 00 
   5223     12563.749 DT     0181 Rx 8  00 80 37 92 8D 25 1D 00 
   5224     12563.870 DT     0281 Rx 8  00 00 00 00 80 D2 11 00 
   5225     12567.371 DT     0080 Rx 0  
   5226     12567.475 DT     0201 Rx 6  0F 00 0E 44 1D 00 
   5227     12567.732 DT     0181 Rx 8  00 80 37 92 F3 34 1D 00 
   5228     12567.854 DT     0281 Rx 8  00 00 00 00 18 2B 0D 00 
   5229     12571.360 DT     0080 Rx 0  
   5230     12571.461 DT     0201 Rx 6  0F 00 AE 52 1D 00 
   5231     12571.804 DT     0181 Rx 8  00 80 37 92 9D 43 1D 00 
   5232     12571.923 DT     0281 Rx 8  00 00 00 00 C8 D8 0E 00 
   5233     12575.348 DT     0080 Rx 0  
   5234     12575.452 DT     0201 Rx 6  0F 00 B9 60 1D 00 
   5235     12575.722 DT     0181 Rx 8  00 80 37 92 6B 53 1D 00 
   5236     12575.843 DT     0281 Rx 8  00 00 00 00 48 17 0F 00 
   5237     12579.337 DT     0080 Rx 0  
   5238     12579.441 DT     0201 Rx 6  0F 00 2F 6E 1D 00 
   5239     12579.624 DT     0181 Rx 8  00 80 37 92 38 60 1D 00 
   5240     12579.748 DT     0281 Rx 8  00 00 00 00 10 68 0A 00 
   5241     12583.328 DT     0080 Rx 0  
   5242     12583.432 DT     0201 Rx 6  0F 00 10 7B 1D 00 
   5243     12583.720 DT     0181 Rx 8  00 80 37 92 C4 6D 1D 00 
   5244     12583.843 DT     0281 Rx 8  00 00 00 00 C0 86 0E 00 
   5245     12587.315 DT     0080 Rx 0  
   5246     12587.417 DT     0201 Rx 6  0F 00 5B 87 1D 00 
   5247     12587.800 DT     0181 Rx 8  00 80 37 92 EE 7B 1D 00 
   5248     12587.924 DT     0281 Rx 8  00 00 00 00 C0 15 0C 00 
   5249     12591.304 DT     0080 Rx 0  
   5250     12591.405 DT     0201 Rx 6  0F 00 10 93 1D 00 
   5251     12591.724 DT     0181 Rx 8  00 80 37 92 D7 86 1D 00 
   5252     12591.846 DT     0281 Rx 8  00 00 00 00 58 5C 0A 00 
   5253     12595.293 DT     0080 Rx 0  
   5254     12595.396 DT     0201 Rx 6  0F 00 2E 9E 1D 00 
   5255     12595.613 DT     0181 Rx 8  00 80 37 92 DA 92 1D 00 
   5256     12595.737 DT     0281 Rx 8  00 00 00 00 38 02 0C 00 
   5257     12599.282 DT     0080 Rx 0  
   5258     12599.383 DT     0201 Rx 6  0F 00 B5 A8 1D 00 
   5259     12599.773 DT     0181 Rx 8  00 80 37 92 A4 9E 1D 00 
   5260     12599.894 DT     0281 Rx 8  00 00 00 00 F0 13 0B 00 
   5261     12603.273 DT     0080 Rx 0  
   5262     12603.372 DT     0201 Rx 6  0F 00 A4 B2 1D 00 
   5263     12603.694 DT     0181 Rx 8  00 80 37 92 E8 A8 1D 00 
   5264     12603.815 DT     0281 Rx 8  00 00 00 00 48 3B 09 00 
   5265     12607.260 DT     0080 Rx 0  
   5266     12607.362 DT     0201 Rx 6  0F 00 FB BB 1D 00 
   5267     12607.750 DT     0181 Rx 8  00 80 37 92 33 B2 1D 00 
   5268     12607.872 DT     0281 Rx 8  00 00 00 00 80 8B 08 00 
   5269     12611.251 DT     0080 Rx 0  
   5270     12611.350 DT     0201 Rx 6  0F 00 BA C4 1D 00 
   5271     12611.600 DT     0181 Rx 8  00 80 37 92 94 BB 1D 00 
   5272     12611.721 DT     0281 Rx 8  00 00 00 00 A8 2B 09 00 
   5273     12615.238 DT     0080 Rx 0  
   5274     12615.344 DT     0201 Rx 6  0F 00 DF CC 1D 00 
   5275     12615.707 DT     0181 Rx 8  00 80 37 92 1B C5 1D 00 
   5276     12615.829 DT     0281 Rx 8  00 00 00 00 C8 7F 08 00 
   5277     12619.229 DT     0080 Rx 0  
   5278     12619.331 DT     0201 Rx 6  0F 00 6C D4 1D 00 
   5279     12619.590 DT     0181 Rx 8  00 80 37 92 0F CD 1D 00 
   5280     12619.713 DT     0281 Rx 8  00 00 00 00 E0 04 07 00 
   5281     12623.216 DT     0080 Rx 0  
   5282     12623.318 DT     0201 Rx 6  0F 00 5F DB 1D 00 
   5283     12623.703 DT     0181 Rx 8  00 80 37 92 3C D4 1D 00 
   5284     12623.825 DT     0281 Rx 8  00 00 00 00 30 CE 06 00 
   5285     12627.206 DT     0080 Rx 0  
   5286     12627.305 DT     0201 Rx 6  0F 00 B8 E1 1D 00 
   5287     12627.724 DT     0181 Rx 8  00 80 37 92 2B DB 1D 00 
   5288     12627.846 DT     0281 Rx 8  00 00 00 00 98 93 06 00 
   5289     12631.194 DT     0080 Rx 0  
   5290     12631.298 DT     0201 Rx 6  0F 00 77 E7 1D 00 
   5291     12631.684 DT     0181 Rx 8  00 80 37 92 A8 E1 1D 00 
   5292     12631.806 DT     0281 Rx 8  00 00 00 00 48 D0 05 00 
   5293     12635.184 DT     0080 Rx 0  
   5294     12635.286 DT     0201 Rx 6  0F 00 9C EC 1D 00 
   5295     12635.678 DT     0181 Rx 8  00 80 37 92 5D E7 1D 00 
   5296     12635.800 DT     0281 Rx 8  00 00 00 00 D0 66 05 00 
   5297     12639.174 DT     0080 Rx 0  
   5298     12639.278 DT     0201 Rx 6  0F 00 27 F1 1D 00 
   5299     12639.740 DT     0181 Rx 8  00 80 37 92 B9 EC 1D 00 
   5300     12639.862 DT     0281 Rx 8  00 00 00 00 78 CE 04 00 
   5301     12643.161 DT     0080 Rx 0  
   5302     12643.265 DT     0201 Rx 6  0F 00 17 F5 1D 00 
   5303     12643.725 DT     0181 Rx 8  00 80 37 92 52 F1 1D 00 
   5304     12643.852 DT     0281 Rx 8  00 00 00 00 C8 1A 04 00 
   5305     12647.153 DT     0080 Rx 0  
   5306     12647.255 DT     0201 Rx 6  0F 00 6C F8 1D 00 
   5307     12647.563 DT     0181 Rx 8  00 80 37 92 46 F5 1D 00 
   5308     12647.685 DT     0281 Rx 8  00 00 00 00 10 92 03 00 
   5309     12651.142 DT     0080 Rx 0  
   5310     12651.247 DT     0201 Rx 6  0F 00 26 FB 1D 00 
   5311     12651.653 DT     0181 Rx 8  00 80 37 92 6E F8 1D 00 
   5312     12651.776 DT     0281 Rx 8  00 00 00 00 F8 9B 02 00 
   5313     12655.130 DT     0080 Rx 0  
   5314     12655.234 DT     0201 Rx 6  0F 00 45 FD 1D 00 
   5315     12655.714 DT     0181 Rx 8  00 80 37 92 EC FA 1D 00 
   5316     12655.836 DT     0281 Rx 8  00 00 00 00 B0 2A 02 00 
   5317     12659.121 DT     0080 Rx 0  
   5318     12659.222 DT     0201 Rx 6  0F 00 C9 FE 1D 00 
   5319     12659.667 DT     0181 Rx 8  00 80 37 92 18 FD 1D 00 
   5320     12659.791 DT     0281 Rx 8  00 00 00 00 D8 D0 01 00 
   5321     12663.110 DT     0080 Rx 0  
   5322     12663.212 DT     0201 Rx 6  0F 00 B2 FF 1D 00 
   5323     12663.684 DT     0181 Rx 8  00 80 37 92 59 FE 1D 00 
   5324     12663.806 DT     0281 Rx 8  00 00 00 00 48 6B 01 00 
   5325     12667.097 DT     0080 Rx 0  
   5326     12667.201 DT     0201 Rx 6  0F 00 00 00 1E 00 
   5327     12667.652 DT     0181 Rx 8  00 80 37 92 A4 FF 1D 00 
   5328     12667.774 DT     0281 Rx 8  00 00 00 00 40 A2 FF FF 
   5329     12671.089 DT     0080 Rx 0  
   5330     12671.191 DT     0201 Rx 6  0F 00 B2 FF 1D 00 
   5331     12671.699 DT     0181 Rx 8  00 80 37 92 AD FF 1D 00 
   5332     12671.824 DT     0281 Rx 8  00 00 00 00 20 4E 00 00 
   5333     12675.078 DT     0080 Rx 0  
   5334     12675.184 DT     0201 Rx 6  0F 00 C9 FE 1D 00 
   5335     12675.668 DT     0181 Rx 8  00 80 37 92 E6 FF 1D 00 
   5336     12675.792 DT     0281 Rx 8  00 00 00 00 28 AC FE FF 
   5337     12679.068 DT     0080 Rx 0  
   5338     12679.170 DT     0201 Rx 6  0F 00 45 FD 1D 00 
   5339     12679.665 DT     0181 Rx 8  00 80 37 92 90 FE 1D 00 
   5340     12679.787 DT     0281 Rx 8  00 00 00 00 90 EE FE FF 
   5341     12683.055 DT     0080 Rx 0  
   5342     12683.157 DT     0201 Rx 6  0F 00 26 FB 1D 00 
   5343     12683.624 DT     0181 Rx 8  00 80 37 92 F6 FD 1D 00 
   5344     12683.749 DT     0281 Rx 8  00 00 00 00 38 56 FE FF 
   5345     12687.046 DT     0080 Rx 0  
   5346     12687.150 DT     0201 Rx 6  0F 00 6C F8 1D 00 
   5347     12687.676 DT     0181 Rx 8  00 80 37 92 CD FA 1D 00 
   5348     12687.798 DT     0281 Rx 8  00 00 00 00 08 E7 FC FF 
   5349     12691.036 DT     0080 Rx 0  
   5350     12691.140 DT     0201 Rx 6  0F 00 17 F5 1D 00 
   5351     12691.627 DT     0181 Rx 8  00 80 37 92 23 F9 1D 00 
   5352     12691.752 DT     0281 Rx 8  00 00 00 00 C8 C1 FD FF 
   5353     12695.025 DT     0080 Rx 0  
   5354     12695.127 DT     0201 Rx 6  0F 00 27 F1 1D 00 
   5355     12695.665 DT     0181 Rx 8  00 80 37 92 E4 F4 1D 00 
   5356     12695.790 DT     0281 Rx 8  00 00 00 00 90 83 FB FF 
   5357     12699.014 DT     0080 Rx 0  
   5358     12699.117 DT     0201 Rx 6  0F 00 9C EC 1D 00 
   5359     12699.651 DT     0181 Rx 8  00 80 37 92 31 F0 1D 00 
   5360     12699.776 DT     0281 Rx 8  00 00 00 00 F0 67 FD FF 
   5361     12703.002 DT     0080 Rx 0  
   5362     12703.108 DT     0201 Rx 6  0F 00 77 E7 1D 00 
   5363     12703.609 DT     0181 Rx 8  00 80 37 92 9B EE 1D 00 
   5364     12703.728 DT     0281 Rx 8  00 00 00 00 B0 D7 FA FF 
   5365     12706.994 DT     0080 Rx 0  
   5366     12707.093 DT     0201 Rx 6  0F 00 B8 E1 1D 00 
   5367     12707.513 DT     0181 Rx 8  00 80 37 92 83 E6 1D 00 
   5368     12707.636 DT     0281 Rx 8  00 00 00 00 08 05 F8 FF 
   5369     12710.984 DT     0080 Rx 0  
   5370     12711.086 DT     0201 Rx 6  0F 00 5F DB 1D 00 
   5371     12711.651 DT     0181 Rx 8  00 80 37 92 B9 DF 1D 00 
   5372     12711.772 DT     0281 Rx 8  00 00 00 00 88 25 FD FF 
   5373     12714.972 DT     0080 Rx 0  
   5374     12715.075 DT     0201 Rx 6  0F 00 6C D4 1D 00 
   5375     12715.639 DT     0181 Rx 8  00 80 37 92 8A DA 1D 00 
   5376     12715.761 DT     0281 Rx 8  00 00 00 00 88 C0 F8 FF 
   5377     12718.961 DT     0080 Rx 0  
   5378     12719.065 DT     0201 Rx 6  0F 00 DF CC 1D 00 
   5379     12719.596 DT     0181 Rx 8  00 80 37 92 4E D2 1D 00 
   5380     12719.720 DT     0281 Rx 8  00 00 00 00 30 28 F8 FF 
   5381     12722.951 DT     0080 Rx 0  
   5382     12723.055 DT     0201 Rx 6  0F 00 BA C4 1D 00 
   5383     12723.608 DT     0181 Rx 8  00 80 37 92 FE CA 1D 00 
   5384     12723.727 DT     0281 Rx 8  00 00 00 00 38 F7 F8 FF 
   5385     12726.940 DT     0080 Rx 0  
   5386     12727.041 DT     0201 Rx 6  0F 00 FB BB 1D 00 
   5387     12727.585 DT     0181 Rx 8  00 80 37 92 FA C2 1D 00 
   5388     12727.709 DT     0281 Rx 8  00 00 00 00 B8 BE F7 FF 
   5389     12730.930 DT     0080 Rx 0  
   5390     12731.032 DT     0201 Rx 6  0F 00 A4 B2 1D 00 
   5391     12731.603 DT     0181 Rx 8  00 80 37 92 12 BA 1D 00 
   5392     12731.725 DT     0281 Rx 8  00 00 00 00 90 1E F7 FF 
   5393     12734.920 DT     0080 Rx 0  
   5394     12735.021 DT     0201 Rx 6  0F 00 B5 A8 1D 00 
   5395     12735.490 DT     0181 Rx 8  00 80 37 92 20 B0 1D 00 
   5396     12735.612 DT     0281 Rx 8  00 00 00 00 38 8C F5 FF 
   5397     12738.909 DT     0080 Rx 0  
   5398     12739.008 DT     0201 Rx 6  0F 00 2E 9E 1D 00 
   5399     12739.593 DT     0181 Rx 8  00 80 37 92 A4 A5 1D 00 
   5400     12739.717 DT     0281 Rx 8  00 00 00 00 C8 6E F6 FF 
   5401     12742.900 DT     0080 Rx 0  
   5402     12743.001 DT     0201 Rx 6  0F 00 10 93 1D 00 
   5403     12743.576 DT     0181 Rx 8  00 80 37 92 F2 9B 1D 00 
   5404     12743.699 DT     0281 Rx 8  00 00 00 00 A0 CE F5 FF 
   5405     12746.888 DT     0080 Rx 0  
   5406     12746.988 DT     0201 Rx 6  0F 00 5B 87 1D 00 
   5407     12747.596 DT     0181 Rx 8  00 80 37 92 BE 90 1D 00 
   5408     12747.718 DT     0281 Rx 8  00 00 00 00 30 40 F4 FF 
   5409     12750.877 DT     0080 Rx 0  
   5410     12750.980 DT     0201 Rx 6  0F 00 10 7B 1D 00 
   5411     12751.484 DT     0181 Rx 8  00 80 37 92 28 84 1D 00 
   5412     12751.606 DT     0281 Rx 8  00 00 00 00 A8 AF F3 FF 
   5413     12754.867 DT     0080 Rx 0  
   5414     12754.971 DT     0201 Rx 6  0F 00 2F 6E 1D 00 
   5415     12755.467 DT     0181 Rx 8  00 80 37 92 A2 77 1D 00 
   5416     12755.589 DT     0281 Rx 8  00 00 00 00 10 F2 F3 FF 
   5417     12758.858 DT     0080 Rx 0  
