;$FILEVERSION=2.0
;$STARTTIME=45232.8661187384
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 20:47:12.659.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
   1676      6460.672 DT     0080 Rx 0  
   1677      6462.430 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1678      6464.512 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1679      6464.661 DT     0080 Rx 0  
   1680      6468.650 DT     0080 Rx 0  
   1681      6472.639 DT     0080 Rx 0  
   1682      6476.629 DT     0080 Rx 0  
   1683      6480.619 DT     0080 Rx 0  
   1684      6484.610 DT     0080 Rx 0  
   1685      6488.598 DT     0080 Rx 0  
   1686      6492.434 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1687      6492.587 DT     0080 Rx 0  
   1688      6494.568 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1689      6496.576 DT     0080 Rx 0  
   1690      6500.566 DT     0080 Rx 0  
   1691      6504.554 DT     0080 Rx 0  
   1692      6508.543 DT     0080 Rx 0  
   1693      6512.531 DT     0080 Rx 0  
   1694      6516.522 DT     0080 Rx 0  
   1695      6520.511 DT     0080 Rx 0  
   1696      6522.382 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1697      6524.446 DT     0181 Rx 8  00 80 50 02 AE FF 01 00 
   1698      6524.504 DT     0080 Rx 0  
   1699      6528.491 DT     0080 Rx 0  
   1700      6532.479 DT     0080 Rx 0  
   1701      6536.470 DT     0080 Rx 0  
   1702      6540.459 DT     0080 Rx 0  
   1703      6544.449 DT     0080 Rx 0  
   1704      6548.439 DT     0080 Rx 0  
   1705      6552.354 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1706      6552.428 DT     0080 Rx 0  
   1707      6556.419 DT     0080 Rx 0  
   1708      6560.409 DT     0080 Rx 0  
   1709      6564.400 DT     0080 Rx 0  
   1710      6568.388 DT     0080 Rx 0  
   1711      6572.380 DT     0080 Rx 0  
   1712      6576.369 DT     0080 Rx 0  
   1713      6577.422 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1714      6580.358 DT     0080 Rx 0  
   1715      6582.351 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1716      6584.347 DT     0080 Rx 0  
   1717      6588.336 DT     0080 Rx 0  
   1718      6592.326 DT     0080 Rx 0  
   1719      6596.318 DT     0080 Rx 0  
   1720      6600.305 DT     0080 Rx 0  
   1721      6604.295 DT     0080 Rx 0  
   1722      6607.301 DT     0181 Rx 8  00 80 50 02 AE FF 01 00 
   1723      6608.285 DT     0080 Rx 0  
   1724      6612.302 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1725      6612.352 DT     0080 Rx 0  
   1726      6616.262 DT     0080 Rx 0  
   1727      6620.252 DT     0080 Rx 0  
   1728      6624.243 DT     0080 Rx 0  
   1729      6628.232 DT     0080 Rx 0  
   1730      6632.221 DT     0080 Rx 0  
   1731      6636.210 DT     0080 Rx 0  
   1732      6637.325 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1733      6640.198 DT     0080 Rx 0  
   1734      6642.342 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1735      6644.190 DT     0080 Rx 0  
   1736      6648.180 DT     0080 Rx 0  
   1737      6652.170 DT     0080 Rx 0  
   1738      6656.160 DT     0080 Rx 0  
   1739      6660.149 DT     0080 Rx 0  
   1740      6664.137 DT     0080 Rx 0  
   1741      6668.127 DT     0080 Rx 0  
   1742      6672.115 DT     0080 Rx 0  
   1743      6676.106 DT     0080 Rx 0  
   1744      6680.094 DT     0080 Rx 0  
   1745      6684.085 DT     0080 Rx 0  
   1746      6688.075 DT     0080 Rx 0  
   1747      6692.063 DT     0080 Rx 0  
   1748      6696.054 DT     0080 Rx 0  
   1749      6700.042 DT     0080 Rx 0  
   1750      6704.030 DT     0080 Rx 0  
   1751      6708.020 DT     0080 Rx 0  
   1752      6712.008 DT     0080 Rx 0  
   1753      6715.999 DT     0080 Rx 0  
   1754      6719.989 DT     0080 Rx 0  
   1755      6723.979 DT     0080 Rx 0  
   1756      6727.968 DT     0080 Rx 0  
   1757      6731.959 DT     0080 Rx 0  
   1758      6735.950 DT     0080 Rx 0  
   1759      6739.940 DT     0080 Rx 0  
   1760      6743.928 DT     0080 Rx 0  
   1761      6747.919 DT     0080 Rx 0  
   1762      6751.907 DT     0080 Rx 0  
   1763      6755.897 DT     0080 Rx 0  
   1764      6759.885 DT     0080 Rx 0  
   1765      6763.875 DT     0080 Rx 0  
   1766      6767.866 DT     0080 Rx 0  
   1767      6771.855 DT     0080 Rx 0  
   1768      6775.845 DT     0080 Rx 0  
   1769      6779.836 DT     0080 Rx 0  
   1770      6783.824 DT     0080 Rx 0  
   1771      6787.196 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1772      6787.374 DT     0181 Rx 8  00 80 50 02 AE FF 01 00 
   1773      6787.815 DT     0080 Rx 0  
   1774      6791.805 DT     0080 Rx 0  
   1775      6795.795 DT     0080 Rx 0  
   1776      6799.785 DT     0080 Rx 0  
   1777      6803.775 DT     0080 Rx 0  
   1778      6807.765 DT     0080 Rx 0  
   1779      6811.755 DT     0080 Rx 0  
   1780      6815.745 DT     0080 Rx 0  
   1781      6817.165 DT     0181 Rx 8  00 80 50 02 AE FF 01 00 
   1782      6817.289 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1783      6819.737 DT     0080 Rx 0  
   1784      6823.724 DT     0080 Rx 0  
   1785      6827.714 DT     0080 Rx 0  
   1786      6831.704 DT     0080 Rx 0  
   1787      6835.693 DT     0080 Rx 0  
   1788      6839.685 DT     0080 Rx 0  
   1789      6843.672 DT     0080 Rx 0  
   1790      6847.142 DT     0181 Rx 8  00 80 50 02 AE FF 01 00 
   1791      6847.264 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   1792      6847.661 DT     0080 Rx 0  
   1793      6851.652 DT     0080 Rx 0  
   1794      6855.640 DT     0080 Rx 0  
   1795      6859.633 DT     0080 Rx 0  
   1796      6863.620 DT     0080 Rx 0  
   1797      6867.611 DT     0080 Rx 0  
   1798      6871.601 DT     0080 Rx 0  
   1799      6875.589 DT     0080 Rx 0  
   1800      6877.097 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1801      6877.224 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1802      6879.581 DT     0080 Rx 0  
   1803      6883.572 DT     0080 Rx 0  
   1804      6887.561 DT     0080 Rx 0  
   1805      6891.553 DT     0080 Rx 0  
   1806      6895.543 DT     0080 Rx 0  
   1807      6899.531 DT     0080 Rx 0  
   1808      6903.522 DT     0080 Rx 0  
   1809      6907.118 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1810      6907.246 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1811      6907.513 DT     0080 Rx 0  
   1812      6911.502 DT     0080 Rx 0  
   1813      6915.490 DT     0080 Rx 0  
   1814      6919.480 DT     0080 Rx 0  
   1815      6923.470 DT     0080 Rx 0  
   1816      6927.460 DT     0080 Rx 0  
   1817      6931.451 DT     0080 Rx 0  
   1818      6935.438 DT     0080 Rx 0  
   1819      6937.041 DT     0181 Rx 8  00 80 50 02 AF FF 01 00 
   1820      6937.163 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1821      6939.428 DT     0080 Rx 0  
   1822      6943.418 DT     0080 Rx 0  
   1823      6945.476 DT     0201 Rx 6  06 00 00 00 00 00 
   1824      6947.409 DT     0080 Rx 0  
   1825      6949.465 DT     0201 Rx 6  07 00 00 00 00 00 
   1826      6951.397 DT     0080 Rx 0  
   1827      6951.503 DT     0201 Rx 6  0F 00 00 00 00 00 
   1828      6955.388 DT     0080 Rx 0  
   1829      6959.377 DT     0080 Rx 0  
   1830      6963.367 DT     0080 Rx 0  
   1831      6967.056 DT     0181 Rx 8  00 80 33 03 AF FF 01 00 
   1832      6967.182 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1833      6967.354 DT     0080 Rx 0  
   1834      6971.345 DT     0080 Rx 0  
   1835      6975.333 DT     0080 Rx 0  
   1836      6979.324 DT     0080 Rx 0  
   1837      6983.312 DT     0080 Rx 0  
   1838      6987.303 DT     0080 Rx 0  
   1839      6991.290 DT     0080 Rx 0  
   1840      6995.281 DT     0080 Rx 0  
   1841      6996.981 DT     0181 Rx 8  00 80 33 03 AF FF 01 00 
   1842      6997.103 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1843      6999.269 DT     0080 Rx 0  
   1844      7003.257 DT     0080 Rx 0  
   1845      7007.247 DT     0080 Rx 0  
   1846      7011.236 DT     0080 Rx 0  
   1847      7015.225 DT     0080 Rx 0  
   1848      7019.217 DT     0080 Rx 0  
   1849      7023.205 DT     0080 Rx 0  
   1850      7026.959 DT     0181 Rx 8  00 80 33 03 AF FF 01 00 
   1851      7027.085 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1852      7027.195 DT     0080 Rx 0  
   1853      7028.882 DT     0701 Rx 1  05 
   1854      7031.184 DT     0080 Rx 0  
   1855      7035.172 DT     0080 Rx 0  
   1856      7039.163 DT     0080 Rx 0  
   1857      7043.153 DT     0080 Rx 0  
   1858      7047.141 DT     0080 Rx 0  
   1859      7051.131 DT     0080 Rx 0  
   1860      7055.120 DT     0080 Rx 0  
   1861      7056.989 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   1862      7057.114 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1863      7059.111 DT     0080 Rx 0  
   1864      7063.098 DT     0080 Rx 0  
   1865      7067.090 DT     0080 Rx 0  
   1866      7071.078 DT     0080 Rx 0  
   1867      7075.066 DT     0080 Rx 0  
   1868      7079.058 DT     0080 Rx 0  
   1869      7083.045 DT     0080 Rx 0  
   1870      7087.035 DT     0080 Rx 0  
   1871      7091.025 DT     0080 Rx 0  
   1872      7095.014 DT     0080 Rx 0  
   1873      7099.004 DT     0080 Rx 0  
   1874      7102.995 DT     0080 Rx 0  
   1875      7106.983 DT     0080 Rx 0  
   1876      7110.971 DT     0080 Rx 0  
   1877      7114.960 DT     0080 Rx 0  
   1878      7118.951 DT     0080 Rx 0  
   1879      7122.941 DT     0080 Rx 0  
   1880      7126.931 DT     0080 Rx 0  
   1881      7130.919 DT     0080 Rx 0  
   1882      7134.910 DT     0080 Rx 0  
   1883      7138.899 DT     0080 Rx 0  
   1884      7142.889 DT     0080 Rx 0  
   1885      7146.880 DT     0080 Rx 0  
   1886      7150.870 DT     0080 Rx 0  
   1887      7154.858 DT     0080 Rx 0  
   1888      7158.849 DT     0080 Rx 0  
   1889      7162.838 DT     0080 Rx 0  
   1890      7166.829 DT     0080 Rx 0  
   1891      7170.816 DT     0080 Rx 0  
   1892      7174.807 DT     0080 Rx 0  
   1893      7178.798 DT     0080 Rx 0  
   1894      7182.786 DT     0080 Rx 0  
   1895      7185.016 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   1896      7185.142 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1897      7186.776 DT     0080 Rx 0  
   1898      7190.767 DT     0080 Rx 0  
   1899      7194.755 DT     0080 Rx 0  
   1900      7198.745 DT     0080 Rx 0  
   1901      7202.736 DT     0080 Rx 0  
   1902      7206.727 DT     0080 Rx 0  
   1903      7210.715 DT     0080 Rx 0  
   1904      7214.705 DT     0080 Rx 0  
   1905      7214.855 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   1906      7214.981 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1907      7218.695 DT     0080 Rx 0  
   1908      7222.683 DT     0080 Rx 0  
   1909      7226.672 DT     0080 Rx 0  
   1910      7230.662 DT     0080 Rx 0  
   1911      7234.652 DT     0080 Rx 0  
   1912      7238.641 DT     0080 Rx 0  
   1913      7242.632 DT     0080 Rx 0  
   1914      7246.622 DT     0080 Rx 0  
   1915      7250.610 DT     0080 Rx 0  
   1916      7254.600 DT     0080 Rx 0  
   1917      7258.590 DT     0080 Rx 0  
   1918      7262.581 DT     0080 Rx 0  
   1919      7266.569 DT     0080 Rx 0  
   1920      7270.559 DT     0080 Rx 0  
   1921      7274.550 DT     0080 Rx 0  
   1922      7278.539 DT     0080 Rx 0  
   1923      7282.531 DT     0080 Rx 0  
   1924      7286.521 DT     0080 Rx 0  
   1925      7290.511 DT     0080 Rx 0  
   1926      7294.499 DT     0080 Rx 0  
   1927      7298.492 DT     0080 Rx 0  
   1928      7302.479 DT     0080 Rx 0  
   1929      7306.470 DT     0080 Rx 0  
   1930      7310.460 DT     0080 Rx 0  
   1931      7311.797 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   1932      7311.919 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   1933      7314.448 DT     0080 Rx 0  
   1934      7318.440 DT     0080 Rx 0  
   1935      7322.430 DT     0080 Rx 0  
   1936      7326.418 DT     0080 Rx 0  
   1937      7330.410 DT     0080 Rx 0  
   1938      7334.400 DT     0080 Rx 0  
   1939      7338.387 DT     0080 Rx 0  
   1940      7341.766 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   1941      7341.893 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1942      7342.378 DT     0080 Rx 0  
   1943      7346.369 DT     0080 Rx 0  
   1944      7350.358 DT     0080 Rx 0  
   1945      7354.347 DT     0080 Rx 0  
   1946      7358.336 DT     0080 Rx 0  
   1947      7362.325 DT     0080 Rx 0  
   1948      7366.315 DT     0080 Rx 0  
   1949      7370.306 DT     0080 Rx 0  
   1950      7371.727 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   1951      7371.854 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1952      7374.296 DT     0080 Rx 0  
   1953      7378.284 DT     0080 Rx 0  
   1954      7382.274 DT     0080 Rx 0  
   1955      7386.263 DT     0080 Rx 0  
   1956      7390.253 DT     0080 Rx 0  
   1957      7394.243 DT     0080 Rx 0  
   1958      7398.230 DT     0080 Rx 0  
   1959      7401.672 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   1960      7401.799 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1961      7402.220 DT     0080 Rx 0  
   1962      7406.210 DT     0080 Rx 0  
   1963      7410.199 DT     0080 Rx 0  
   1964      7414.189 DT     0080 Rx 0  
   1965      7418.176 DT     0080 Rx 0  
   1966      7422.167 DT     0080 Rx 0  
   1967      7426.154 DT     0080 Rx 0  
   1968      7430.144 DT     0080 Rx 0  
   1969      7434.131 DT     0080 Rx 0  
   1970      7438.123 DT     0080 Rx 0  
   1971      7442.111 DT     0080 Rx 0  
   1972      7446.101 DT     0080 Rx 0  
   1973      7450.092 DT     0080 Rx 0  
   1974      7453.981 DT     0080 Rx 0  
   1975      7457.969 DT     0080 Rx 0  
   1976      7461.959 DT     0080 Rx 0  
   1977      7465.947 DT     0080 Rx 0  
   1978      7469.938 DT     0080 Rx 0  
   1979      7473.926 DT     0080 Rx 0  
   1980      7477.915 DT     0080 Rx 0  
   1981      7481.902 DT     0080 Rx 0  
   1982      7485.895 DT     0080 Rx 0  
   1983      7489.882 DT     0080 Rx 0  
   1984      7493.873 DT     0080 Rx 0  
   1985      7496.518 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   1986      7496.703 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   1987      7497.861 DT     0080 Rx 0  
   1988      7501.851 DT     0080 Rx 0  
   1989      7505.839 DT     0080 Rx 0  
   1990      7509.827 DT     0080 Rx 0  
   1991      7513.817 DT     0080 Rx 0  
   1992      7517.807 DT     0080 Rx 0  
   1993      7521.794 DT     0080 Rx 0  
   1994      7525.785 DT     0080 Rx 0  
   1995      7526.597 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   1996      7526.724 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   1997      7529.775 DT     0080 Rx 0  
   1998      7533.763 DT     0080 Rx 0  
   1999      7537.752 DT     0080 Rx 0  
   2000      7541.741 DT     0080 Rx 0  
   2001      7545.732 DT     0080 Rx 0  
   2002      7549.722 DT     0080 Rx 0  
   2003      7553.710 DT     0080 Rx 0  
   2004      7556.459 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2005      7556.586 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2006      7557.698 DT     0080 Rx 0  
   2007      7561.687 DT     0080 Rx 0  
   2008      7565.677 DT     0080 Rx 0  
   2009      7569.666 DT     0080 Rx 0  
   2010      7573.656 DT     0080 Rx 0  
   2011      7577.646 DT     0080 Rx 0  
   2012      7581.634 DT     0080 Rx 0  
   2013      7585.624 DT     0080 Rx 0  
   2014      7589.614 DT     0080 Rx 0  
   2015      7593.604 DT     0080 Rx 0  
   2016      7597.592 DT     0080 Rx 0  
   2017      7601.583 DT     0080 Rx 0  
   2018      7605.573 DT     0080 Rx 0  
   2019      7606.432 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2020      7606.618 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2021      7609.562 DT     0080 Rx 0  
   2022      7613.551 DT     0080 Rx 0  
   2023      7617.541 DT     0080 Rx 0  
   2024      7621.531 DT     0080 Rx 0  
   2025      7625.520 DT     0080 Rx 0  
   2026      7629.509 DT     0080 Rx 0  
   2027      7633.500 DT     0080 Rx 0  
   2028      7636.414 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2029      7636.539 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2030      7637.490 DT     0080 Rx 0  
   2031      7641.478 DT     0080 Rx 0  
   2032      7645.470 DT     0080 Rx 0  
   2033      7649.460 DT     0080 Rx 0  
   2034      7653.449 DT     0080 Rx 0  
   2035      7657.439 DT     0080 Rx 0  
   2036      7661.428 DT     0080 Rx 0  
   2037      7665.418 DT     0080 Rx 0  
   2038      7666.385 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2039      7666.511 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2040      7669.407 DT     0080 Rx 0  
   2041      7673.398 DT     0080 Rx 0  
   2042      7677.386 DT     0080 Rx 0  
   2043      7681.376 DT     0080 Rx 0  
   2044      7685.368 DT     0080 Rx 0  
   2045      7689.355 DT     0080 Rx 0  
   2046      7693.345 DT     0080 Rx 0  
   2047      7697.335 DT     0080 Rx 0  
   2048      7701.324 DT     0080 Rx 0  
   2049      7705.313 DT     0080 Rx 0  
   2050      7709.304 DT     0080 Rx 0  
   2051      7713.292 DT     0080 Rx 0  
   2052      7717.281 DT     0080 Rx 0  
   2053      7721.271 DT     0080 Rx 0  
   2054      7725.261 DT     0080 Rx 0  
   2055      7729.250 DT     0080 Rx 0  
   2056      7731.329 DT     0181 Rx 8  00 80 37 86 AD FF 01 00 
   2057      7731.451 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2058      7733.239 DT     0080 Rx 0  
   2059      7737.230 DT     0080 Rx 0  
   2060      7741.219 DT     0080 Rx 0  
   2061      7745.211 DT     0080 Rx 0  
   2062      7749.199 DT     0080 Rx 0  
   2063      7753.189 DT     0080 Rx 0  
   2064      7757.178 DT     0080 Rx 0  
   2065      7761.166 DT     0080 Rx 0  
   2066      7761.380 DT     0181 Rx 8  00 80 37 86 AD FF 01 00 
   2067      7761.507 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2068      7765.157 DT     0080 Rx 0  
   2069      7769.144 DT     0080 Rx 0  
   2070      7773.135 DT     0080 Rx 0  
   2071      7777.123 DT     0080 Rx 0  
   2072      7781.113 DT     0080 Rx 0  
   2073      7785.104 DT     0080 Rx 0  
   2074      7789.092 DT     0080 Rx 0  
   2075      7791.260 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2076      7791.387 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2077      7793.083 DT     0080 Rx 0  
   2078      7797.073 DT     0080 Rx 0  
   2079      7801.064 DT     0080 Rx 0  
   2080      7805.053 DT     0080 Rx 0  
   2081      7809.044 DT     0080 Rx 0  
   2082      7813.033 DT     0080 Rx 0  
   2083      7817.022 DT     0080 Rx 0  
   2084      7821.011 DT     0080 Rx 0  
   2085      7821.230 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2086      7821.357 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2087      7825.001 DT     0080 Rx 0  
   2088      7828.989 DT     0080 Rx 0  
   2089      7832.981 DT     0080 Rx 0  
   2090      7836.969 DT     0080 Rx 0  
   2091      7840.958 DT     0080 Rx 0  
   2092      7844.949 DT     0080 Rx 0  
   2093      7848.939 DT     0080 Rx 0  
   2094      7852.927 DT     0080 Rx 0  
   2095      7856.917 DT     0080 Rx 0  
   2096      7860.906 DT     0080 Rx 0  
   2097      7864.896 DT     0080 Rx 0  
   2098      7868.884 DT     0080 Rx 0  
   2099      7872.875 DT     0080 Rx 0  
   2100      7876.863 DT     0080 Rx 0  
   2101      7880.854 DT     0080 Rx 0  
   2102      7884.842 DT     0080 Rx 0  
   2103      7888.832 DT     0080 Rx 0  
   2104      7889.182 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2105      7889.368 DT     0181 Rx 8  00 80 37 86 AD FF 01 00 
   2106      7892.823 DT     0080 Rx 0  
   2107      7896.811 DT     0080 Rx 0  
   2108      7900.801 DT     0080 Rx 0  
   2109      7904.789 DT     0080 Rx 0  
   2110      7908.780 DT     0080 Rx 0  
   2111      7912.767 DT     0080 Rx 0  
   2112      7916.758 DT     0080 Rx 0  
   2113      7919.246 DT     0181 Rx 8  00 80 37 86 B1 FF 01 00 
   2114      7919.368 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2115      7920.749 DT     0080 Rx 0  
   2116      7924.739 DT     0080 Rx 0  
   2117      7928.727 DT     0080 Rx 0  
   2118      7932.718 DT     0080 Rx 0  
   2119      7936.709 DT     0080 Rx 0  
   2120      7940.696 DT     0080 Rx 0  
   2121      7944.687 DT     0080 Rx 0  
   2122      7948.674 DT     0080 Rx 0  
   2123      7949.119 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2124      7949.246 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2125      7952.663 DT     0080 Rx 0  
   2126      7956.654 DT     0080 Rx 0  
   2127      7960.641 DT     0080 Rx 0  
   2128      7964.631 DT     0080 Rx 0  
   2129      7968.622 DT     0080 Rx 0  
   2130      7972.611 DT     0080 Rx 0  
   2131      7976.600 DT     0080 Rx 0  
   2132      7980.588 DT     0080 Rx 0  
   2133      7984.580 DT     0080 Rx 0  
   2134      7988.567 DT     0080 Rx 0  
   2135      7992.557 DT     0080 Rx 0  
   2136      7996.547 DT     0080 Rx 0  
   2137      8000.536 DT     0080 Rx 0  
   2138      8004.529 DT     0080 Rx 0  
   2139      8008.516 DT     0080 Rx 0  
   2140      8012.506 DT     0080 Rx 0  
   2141      8016.496 DT     0080 Rx 0  
   2142      8020.487 DT     0080 Rx 0  
   2143      8024.474 DT     0080 Rx 0  
   2144      8028.006 DT     0701 Rx 1  05 
   2145      8028.466 DT     0080 Rx 0  
   2146      8032.453 DT     0080 Rx 0  
   2147      8036.442 DT     0080 Rx 0  
   2148      8040.433 DT     0080 Rx 0  
   2149      8044.421 DT     0080 Rx 0  
   2150      8048.411 DT     0080 Rx 0  
   2151      8052.399 DT     0080 Rx 0  
   2152      8056.389 DT     0080 Rx 0  
   2153      8060.378 DT     0080 Rx 0  
   2154      8064.365 DT     0080 Rx 0  
   2155      8068.353 DT     0080 Rx 0  
   2156      8072.341 DT     0080 Rx 0  
   2157      8076.333 DT     0080 Rx 0  
   2158      8080.321 DT     0080 Rx 0  
   2159      8084.309 DT     0080 Rx 0  
   2160      8088.299 DT     0080 Rx 0  
   2161      8092.289 DT     0080 Rx 0  
   2162      8096.277 DT     0080 Rx 0  
   2163      8100.268 DT     0080 Rx 0  
   2164      8104.256 DT     0080 Rx 0  
   2165      8108.248 DT     0080 Rx 0  
   2166      8112.235 DT     0080 Rx 0  
   2167      8116.223 DT     0080 Rx 0  
   2168      8120.213 DT     0080 Rx 0  
   2169      8124.201 DT     0080 Rx 0  
   2170      8128.191 DT     0080 Rx 0  
   2171      8132.181 DT     0080 Rx 0  
   2172      8136.172 DT     0080 Rx 0  
   2173      8140.160 DT     0080 Rx 0  
   2174      8144.151 DT     0080 Rx 0  
   2175      8148.139 DT     0080 Rx 0  
   2176      8152.127 DT     0080 Rx 0  
   2177      8156.116 DT     0080 Rx 0  
   2178      8160.107 DT     0080 Rx 0  
   2179      8164.096 DT     0080 Rx 0  
   2180      8168.086 DT     0080 Rx 0  
   2181      8172.073 DT     0080 Rx 0  
   2182      8176.064 DT     0080 Rx 0  
   2183      8180.051 DT     0080 Rx 0  
   2184      8184.039 DT     0080 Rx 0  
   2185      8188.029 DT     0080 Rx 0  
   2186      8192.019 DT     0080 Rx 0  
   2187      8196.008 DT     0080 Rx 0  
   2188      8199.997 DT     0080 Rx 0  
   2189      8203.987 DT     0080 Rx 0  
   2190      8207.975 DT     0080 Rx 0  
   2191      8211.965 DT     0080 Rx 0  
   2192      8215.955 DT     0080 Rx 0  
   2193      8219.944 DT     0080 Rx 0  
   2194      8223.932 DT     0080 Rx 0  
   2195      8227.921 DT     0080 Rx 0  
   2196      8231.913 DT     0080 Rx 0  
   2197      8235.901 DT     0080 Rx 0  
   2198      8239.889 DT     0080 Rx 0  
   2199      8243.881 DT     0080 Rx 0  
   2200      8247.868 DT     0080 Rx 0  
   2201      8251.856 DT     0080 Rx 0  
   2202      8255.846 DT     0080 Rx 0  
   2203      8259.834 DT     0080 Rx 0  
   2204      8263.824 DT     0080 Rx 0  
   2205      8267.814 DT     0080 Rx 0  
   2206      8271.801 DT     0080 Rx 0  
   2207      8275.791 DT     0080 Rx 0  
   2208      8279.779 DT     0080 Rx 0  
   2209      8283.769 DT     0080 Rx 0  
   2210      8287.757 DT     0080 Rx 0  
   2211      8291.745 DT     0080 Rx 0  
   2212      8295.735 DT     0080 Rx 0  
   2213      8299.723 DT     0080 Rx 0  
   2214      8303.715 DT     0080 Rx 0  
   2215      8307.703 DT     0080 Rx 0  
   2216      8311.691 DT     0080 Rx 0  
   2217      8315.681 DT     0080 Rx 0  
   2218      8319.668 DT     0080 Rx 0  
   2219      8323.660 DT     0080 Rx 0  
   2220      8327.648 DT     0080 Rx 0  
   2221      8330.909 DT     0181 Rx 8  00 80 37 86 AD FF 01 00 
   2222      8331.031 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2223      8331.636 DT     0080 Rx 0  
   2224      8335.624 DT     0080 Rx 0  
   2225      8339.614 DT     0080 Rx 0  
   2226      8343.604 DT     0080 Rx 0  
   2227      8347.592 DT     0080 Rx 0  
   2228      8351.582 DT     0080 Rx 0  
   2229      8355.570 DT     0080 Rx 0  
   2230      8359.560 DT     0080 Rx 0  
   2231      8360.774 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2232      8360.899 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2233      8363.549 DT     0080 Rx 0  
   2234      8367.537 DT     0080 Rx 0  
   2235      8371.527 DT     0080 Rx 0  
   2236      8375.519 DT     0080 Rx 0  
   2237      8379.507 DT     0080 Rx 0  
   2238      8383.495 DT     0080 Rx 0  
   2239      8387.485 DT     0080 Rx 0  
   2240      8390.742 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2241      8390.867 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2242      8391.474 DT     0080 Rx 0  
   2243      8395.462 DT     0080 Rx 0  
   2244      8399.452 DT     0080 Rx 0  
   2245      8403.440 DT     0080 Rx 0  
