;$FILEVERSION=2.0
;$STARTTIME=45224.5492104398
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/10/25 13:10:51.782.0
;   Generated by PCAN-View v4.3.4.615





[TPDO1]
1=0x60640020
2=0x607A0020


;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   4796   2391727.064 DT     0201 Rx 6  0F 00 F3 2F 00 00 
   4797   2391733.984 DT     0080 Rx 0  
   4798   2391734.786 DT     0181 Rx 8  9B 32 00 00 F3 2F 00 00 
   4799   2391737.032 DT     0201 Rx 6  0F 00 F1 2C 00 00 
   4800   2391739.346 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4801   2391739.467 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4802   2391743.956 DT     0080 Rx 0  
   4803   2391744.878 DT     0181 Rx 8  A8 2F 00 00 F1 2C 00 00 
   4804   2391747.007 DT     0201 Rx 6  0F 00 07 2A 00 00 
   4805   2391749.338 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4806   2391749.459 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4807   2391753.931 DT     0080 Rx 0  
   4808   2391754.898 DT     0181 Rx 8  AD 2C 00 00 07 2A 00 00 
   4809   2391756.979 DT     0201 Rx 6  0F 00 35 27 00 00 
   4810   2391759.331 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   4811   2391759.452 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4812   2391763.901 DT     0080 Rx 0  
   4813   2391764.790 DT     0181 Rx 8  CB 29 00 00 35 27 00 00 
   4814   2391766.951 DT     0201 Rx 6  0F 00 7C 24 00 00 
   4815   2391769.324 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4816   2391769.448 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4817   2391773.874 DT     0080 Rx 0  
   4818   2391774.861 DT     0181 Rx 8  07 27 00 00 7C 24 00 00 
   4819   2391776.921 DT     0201 Rx 6  0F 00 DB 21 00 00 
   4820   2391779.317 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4821   2391783.844 DT     0080 Rx 0  
   4822   2391784.718 DT     0181 Rx 8  58 24 00 00 DB 21 00 00 
   4823   2391786.895 DT     0201 Rx 6  0F 00 52 1F 00 00 
   4824   2391789.311 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4825   2391789.434 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4826   2391793.817 DT     0080 Rx 0  
   4827   2391794.706 DT     0181 Rx 8  B9 21 00 00 52 1F 00 00 
   4828   2391796.863 DT     0201 Rx 6  0F 00 E2 1C 00 00 
   4829   2391799.304 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4830   2391799.425 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4831   2391803.788 DT     0080 Rx 0  
   4832   2391804.843 DT     0181 Rx 8  2E 1F 00 00 E2 1C 00 00 
   4833   2391806.835 DT     0201 Rx 6  0F 00 8B 1A 00 00 
   4834   2391809.298 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4835   2391809.422 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4836   2391813.759 DT     0080 Rx 0  
   4837   2391814.817 DT     0181 Rx 8  B3 1C 00 00 8B 1A 00 00 
   4838   2391816.809 DT     0201 Rx 6  0F 00 4D 18 00 00 
   4839   2391819.309 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4840   2391823.732 DT     0080 Rx 0  
   4841   2391824.699 DT     0181 Rx 8  55 1A 00 00 4D 18 00 00 
   4842   2391826.783 DT     0201 Rx 6  0F 00 27 16 00 00 
   4843   2391829.282 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4844   2391829.408 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   4845   2391833.704 DT     0080 Rx 0  
   4846   2391834.710 DT     0181 Rx 8  07 18 00 00 27 16 00 00 
   4847   2391836.755 DT     0201 Rx 6  0F 00 1B 14 00 00 
   4848   2391839.277 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4849   2391839.401 DT     0297 Rx 8  00 00 00 00 00 01 5D 07 
   4850   2391843.676 DT     0080 Rx 0  
   4851   2391844.695 DT     0181 Rx 8  D3 15 00 00 1B 14 00 00 
   4852   2391846.728 DT     0201 Rx 6  0F 00 27 12 00 00 
   4853   2391849.288 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4854   2391853.647 DT     0080 Rx 0  
   4855   2391854.645 DT     0181 Rx 8  DA 13 00 00 27 12 00 00 
   4856   2391856.698 DT     0201 Rx 6  0F 00 4D 10 00 00 
   4857   2391859.264 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4858   2391859.388 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4859   2391863.618 DT     0080 Rx 0  
   4860   2391864.669 DT     0181 Rx 8  E4 11 00 00 4D 10 00 00 
   4861   2391866.668 DT     0201 Rx 6  0F 00 8C 0E 00 00 
   4862   2391869.274 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4863   2391873.590 DT     0080 Rx 0  
   4864   2391874.621 DT     0181 Rx 8  F7 0F 00 00 8C 0E 00 00 
   4865   2391876.642 DT     0201 Rx 6  0F 00 E4 0C 00 00 
   4866   2391879.251 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4867   2391879.374 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   4868   2391883.561 DT     0080 Rx 0  
   4869   2391884.716 DT     0181 Rx 8  38 0E 00 00 E4 0C 00 00 
   4870   2391886.611 DT     0201 Rx 6  0F 00 56 0B 00 00 
   4871   2391889.261 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4872   2391891.582 DT     0701 Rx 1  05 
   4873   2391893.531 DT     0080 Rx 0  
   4874   2391894.712 DT     0181 Rx 8  9E 0C 00 00 56 0B 00 00 
   4875   2391896.578 DT     0201 Rx 6  0F 00 E0 09 00 00 
   4876   2391899.254 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4877   2391903.504 DT     0080 Rx 0  
   4878   2391904.714 DT     0181 Rx 8  21 0B 00 00 E0 09 00 00 
   4879   2391906.552 DT     0201 Rx 6  0F 00 85 08 00 00 
   4880   2391909.227 DT     0197 Rx 8  36 60 00 00 E8 5D 00 00 
   4881   2391909.351 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4882   2391913.474 DT     0080 Rx 0  
   4883   2391914.692 DT     0181 Rx 8  A0 09 00 00 85 08 00 00 
   4884   2391916.527 DT     0201 Rx 6  0F 00 43 07 00 00 
   4885   2391919.223 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4886   2391919.347 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4887   2391923.444 DT     0080 Rx 0  
   4888   2391924.565 DT     0181 Rx 8  50 08 00 00 43 07 00 00 
   4889   2391926.495 DT     0201 Rx 6  0F 00 1A 06 00 00 
   4890   2391929.216 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4891   2391929.340 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4892   2391933.415 DT     0080 Rx 0  
   4893   2391934.596 DT     0181 Rx 8  20 07 00 00 1A 06 00 00 
   4894   2391936.466 DT     0201 Rx 6  0F 00 0B 05 00 00 
   4895   2391939.210 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4896   2391939.331 DT     0297 Rx 8  00 00 00 00 00 01 5C 07 
   4897   2391943.386 DT     0080 Rx 0  
   4898   2391944.584 DT     0181 Rx 8  0A 06 00 00 0B 05 00 00 
   4899   2391946.436 DT     0201 Rx 6  0F 00 16 04 00 00 
   4900   2391949.203 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4901   2391949.327 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4902   2391953.356 DT     0080 Rx 0  
   4903   2391954.526 DT     0181 Rx 8  07 05 00 00 16 04 00 00 
   4904   2391956.406 DT     0201 Rx 6  0F 00 3B 03 00 00 
   4905   2391959.196 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4906   2391959.320 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4907   2391963.326 DT     0080 Rx 0  
   4908   2391964.524 DT     0181 Rx 8  0C 04 00 00 3B 03 00 00 
   4909   2391966.376 DT     0201 Rx 6  0F 00 79 02 00 00 
   4910   2391969.189 DT     0197 Rx 8  2C 60 00 00 CA 5D 00 00 
   4911   2391969.313 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4912   2391973.296 DT     0080 Rx 0  
   4913   2391974.513 DT     0181 Rx 8  31 03 00 00 79 02 00 00 
   4914   2391976.345 DT     0201 Rx 6  0F 00 D1 01 00 00 
   4915   2391979.182 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4916   2391979.306 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4917   2391983.267 DT     0080 Rx 0  
   4918   2391983.636 DT     0181 Rx 8  85 02 00 00 D1 01 00 00 
   4919   2391986.318 DT     0201 Rx 6  0F 00 43 01 00 00 
   4920   2391989.176 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4921   2391989.300 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4922   2391993.235 DT     0080 Rx 0  
   4923   2391993.624 DT     0181 Rx 8  DE 01 00 00 D1 01 00 00 
   4924   2391996.286 DT     0201 Rx 6  0F 00 CE 00 00 00 
   4925   2391999.187 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4926   2392003.207 DT     0080 Rx 0  
   4927   2392003.514 DT     0181 Rx 8  50 01 00 00 43 01 00 00 
   4928   2392006.258 DT     0201 Rx 6  0F 00 74 00 00 00 
   4929   2392009.162 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   4930   2392009.282 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4931   2392013.176 DT     0080 Rx 0  
   4932   2392013.485 DT     0181 Rx 8  DB 00 00 00 CE 00 00 00 
   4933   2392016.227 DT     0201 Rx 6  0F 00 33 00 00 00 
   4934   2392019.155 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4935   2392019.279 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4936   2392023.149 DT     0080 Rx 0  
   4937   2392023.450 DT     0181 Rx 8  7F 00 00 00 74 00 00 00 
   4938   2392026.199 DT     0201 Rx 6  0F 00 0C 00 00 00 
   4939   2392029.149 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4940   2392029.271 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4941   2392033.120 DT     0080 Rx 0  
   4942   2392033.574 DT     0181 Rx 8  3D 00 00 00 0C 00 00 00 
   4943   2392036.173 DT     0201 Rx 6  0F 00 00 00 00 00 
   4944   2392039.143 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4945   2392039.264 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4946   2392043.092 DT     0080 Rx 0  
   4947   2392043.549 DT     0181 Rx 8  04 00 00 00 00 00 00 00 
   4948   2392046.145 DT     0201 Rx 6  0F 00 0C 00 00 00 
   4949   2392049.135 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4950   2392049.257 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4951   2392053.064 DT     0080 Rx 0  
   4952   2392053.436 DT     0181 Rx 8  01 00 00 00 0C 00 00 00 
   4953   2392056.116 DT     0201 Rx 6  0F 00 33 00 00 00 
   4954   2392059.147 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4955   2392063.034 DT     0080 Rx 0  
   4956   2392063.540 DT     0181 Rx 8  FD FF FF FF 33 00 00 00 
   4957   2392066.087 DT     0201 Rx 6  0F 00 74 00 00 00 
   4958   2392069.121 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4959   2392069.243 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4960   2392073.007 DT     0080 Rx 0  
   4961   2392073.421 DT     0181 Rx 8  FE FF FF FF 74 00 00 00 
   4962   2392076.058 DT     0201 Rx 6  0F 00 CE 00 00 00 
   4963   2392079.114 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4964   2392079.238 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4965   2392082.977 DT     0080 Rx 0  
   4966   2392083.518 DT     0181 Rx 8  17 00 00 00 CE 00 00 00 
   4967   2392086.030 DT     0201 Rx 6  0F 00 43 01 00 00 
   4968   2392089.110 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4969   2392089.231 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4970   2392092.950 DT     0080 Rx 0  
   4971   2392093.415 DT     0181 Rx 8  8A 00 00 00 43 01 00 00 
   4972   2392096.000 DT     0201 Rx 6  0F 00 D1 01 00 00 
   4973   2392099.102 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4974   2392102.923 DT     0080 Rx 0  
   4975   2392103.494 DT     0181 Rx 8  25 01 00 00 D1 01 00 00 
   4976   2392105.975 DT     0201 Rx 6  0F 00 79 02 00 00 
   4977   2392109.095 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4978   2392109.219 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4979   2392112.894 DT     0080 Rx 0  
   4980   2392113.480 DT     0181 Rx 8  BC 01 00 00 79 02 00 00 
   4981   2392115.947 DT     0201 Rx 6  0F 00 3B 03 00 00 
   4982   2392119.088 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4983   2392122.867 DT     0080 Rx 0  
   4984   2392123.463 DT     0181 Rx 8  73 02 00 00 3B 03 00 00 
   4985   2392125.920 DT     0201 Rx 6  0F 00 16 04 00 00 
   4986   2392129.083 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4987   2392129.204 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4988   2392132.840 DT     0080 Rx 0  
   4989   2392133.373 DT     0181 Rx 8  2E 03 00 00 16 04 00 00 
   4990   2392135.891 DT     0201 Rx 6  0F 00 0B 05 00 00 
   4991   2392139.073 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4992   2392142.811 DT     0080 Rx 0  
   4993   2392143.321 DT     0181 Rx 8  0C 04 00 00 0B 05 00 00 
   4994   2392145.862 DT     0201 Rx 6  0F 00 1A 06 00 00 
   4995   2392149.067 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4996   2392149.192 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4997   2392152.782 DT     0080 Rx 0  
   4998   2392153.345 DT     0181 Rx 8  0E 05 00 00 1A 06 00 00 
   4999   2392155.832 DT     0201 Rx 6  0F 00 43 07 00 00 
   5000   2392159.061 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   5001   2392159.186 DT     0297 Rx 8  00 00 00 00 00 01 67 07 
   5002   2392162.755 DT     0080 Rx 0  
   5003   2392163.395 DT     0181 Rx 8  26 06 00 00 43 07 00 00 
   5004   2392165.805 DT     0201 Rx 6  0F 00 85 08 00 00 
   5005   2392169.055 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   5006   2392169.177 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5007   2392172.725 DT     0080 Rx 0  
   5008   2392173.325 DT     0181 Rx 8  52 07 00 00 85 08 00 00 
   5009   2392175.773 DT     0201 Rx 6  0F 00 E0 09 00 00 
   5010   2392179.046 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   5011   2392179.170 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5012   2392182.698 DT     0080 Rx 0  
   5013   2392183.373 DT     0181 Rx 8  9C 08 00 00 E0 09 00 00 
   5014   2392185.746 DT     0201 Rx 6  0F 00 56 0B 00 00 
   5015   2392192.667 DT     0080 Rx 0  
   5016   2392193.284 DT     0181 Rx 8  ED 09 00 00 56 0B 00 00 
   5017   2392195.718 DT     0201 Rx 6  0F 00 E4 0C 00 00 
   5018   2392199.052 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   5019   2392202.638 DT     0080 Rx 0  
   5020   2392203.375 DT     0181 Rx 8  74 0B 00 00 E4 0C 00 00 
   5021   2392205.687 DT     0201 Rx 6  0F 00 8C 0E 00 00 
   5022   2392209.028 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   5023   2392209.150 DT     0297 Rx 8  00 00 00 00 00 01 69 07 
   5024   2392212.609 DT     0080 Rx 0  
   5025   2392213.277 DT     0181 Rx 8  14 0D 00 00 8C 0E 00 00 
   5026   2392215.659 DT     0201 Rx 6  0F 00 4D 10 00 00 
   5027   2392219.021 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   5028   2392219.143 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   5029   2392222.581 DT     0080 Rx 0  
   5030   2392223.252 DT     0181 Rx 8  AD 0E 00 00 4D 10 00 00 
   5031   2392225.635 DT     0201 Rx 6  0F 00 27 12 00 00 
   5032   2392229.016 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5033   2392229.138 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5034   2392232.555 DT     0080 Rx 0  
   5035   2392233.321 DT     0181 Rx 8  7C 10 00 00 27 12 00 00 
   5036   2392235.603 DT     0201 Rx 6  0F 00 1B 14 00 00 
   5037   2392239.024 DT     0297 Rx 8  00 00 00 00 00 01 5C 07 
   5038   2392242.525 DT     0080 Rx 0  
   5039   2392243.212 DT     0181 Rx 8  75 12 00 00 1B 14 00 00 
   5040   2392245.576 DT     0201 Rx 6  0F 00 27 16 00 00 
   5041   2392248.899 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   5042   2392249.024 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   5043   2392252.398 DT     0080 Rx 0  
   5044   2392253.200 DT     0181 Rx 8  6B 14 00 00 27 16 00 00 
   5045   2392255.447 DT     0201 Rx 6  0F 00 4D 18 00 00 
   5046   2392258.894 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   5047   2392259.016 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   5048   2392262.369 DT     0080 Rx 0  
   5049   2392263.191 DT     0181 Rx 8  67 16 00 00 4D 18 00 00 
   5050   2392265.418 DT     0201 Rx 6  0F 00 8B 1A 00 00 
   5051   2392268.887 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   5052   2392269.008 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   5053   2392272.340 DT     0080 Rx 0  
   5054   2392273.177 DT     0181 Rx 8  A8 18 00 00 8B 1A 00 00 
   5055   2392275.388 DT     0201 Rx 6  0F 00 E2 1C 00 00 
   5056   2392278.899 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5057   2392282.313 DT     0080 Rx 0  
   5058   2392283.164 DT     0181 Rx 8  DC 1A 00 00 E2 1C 00 00 
   5059   2392285.361 DT     0201 Rx 6  0F 00 52 1F 00 00 
   5060   2392288.891 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   5061   2392292.283 DT     0080 Rx 0  
   5062   2392293.059 DT     0181 Rx 8  2A 1D 00 00 52 1F 00 00 
   5063   2392295.332 DT     0201 Rx 6  0F 00 DB 21 00 00 
   5064   2392298.885 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   5065   2392302.255 DT     0080 Rx 0  
   5066   2392303.027 DT     0181 Rx 8  99 1F 00 00 DB 21 00 00 
   5067   2392305.306 DT     0201 Rx 6  0F 00 7C 24 00 00 
   5068   2392308.860 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5069   2392308.984 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5070   2392312.230 DT     0080 Rx 0  
   5071   2392313.018 DT     0181 Rx 8  0D 22 00 00 7C 24 00 00 
   5072   2392315.281 DT     0201 Rx 6  0F 00 35 27 00 00 
   5073   2392318.871 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5074   2392322.200 DT     0080 Rx 0  
   5075   2392323.023 DT     0181 Rx 8  A4 24 00 00 35 27 00 00 
   5076   2392325.251 DT     0201 Rx 6  0F 00 07 2A 00 00 
   5077   2392328.864 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5078   2392332.171 DT     0080 Rx 0  
   5079   2392333.025 DT     0181 Rx 8  59 27 00 00 07 2A 00 00 
   5080   2392335.219 DT     0201 Rx 6  0F 00 F1 2C 00 00 
   5081   2392342.142 DT     0080 Rx 0  
   5082   2392343.019 DT     0181 Rx 8  21 2A 00 00 F1 2C 00 00 
   5083   2392345.190 DT     0201 Rx 6  0F 00 F3 2F 00 00 
   5084   2392348.833 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   5085   2392348.958 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   5086   2392352.113 DT     0080 Rx 0  
   5087   2392353.080 DT     0181 Rx 8  1A 2D 00 00 F3 2F 00 00 
   5088   2392355.163 DT     0201 Rx 6  0F 00 0D 33 00 00 
   5089   2392358.826 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   5090   2392358.950 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5091   2392362.085 DT     0080 Rx 0  
   5092   2392363.075 DT     0181 Rx 8  15 30 00 00 0D 33 00 00 
   5093   2392365.136 DT     0201 Rx 6  0F 00 3E 36 00 00 
   5094   2392372.057 DT     0080 Rx 0  
   5095   2392373.085 DT     0181 Rx 8  32 33 00 00 3E 36 00 00 
   5096   2392375.105 DT     0201 Rx 6  0F 00 88 39 00 00 
   5097   2392378.829 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   5098   2392382.027 DT     0080 Rx 0  
   5099   2392383.073 DT     0181 Rx 8  7B 36 00 00 88 39 00 00 
   5100   2392385.076 DT     0201 Rx 6  0F 00 E9 3C 00 00 
   5101   2392388.823 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5102   2392391.998 DT     0080 Rx 0  
   5103   2392393.064 DT     0181 Rx 8  DF 39 00 00 E9 3C 00 00 
   5104   2392395.051 DT     0201 Rx 6  0F 00 61 40 00 00 
   5105   2392398.800 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5106   2392398.924 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   5107   2392401.970 DT     0080 Rx 0  
   5108   2392403.049 DT     0181 Rx 8  57 3D 00 00 61 40 00 00 
   5109   2392405.018 DT     0201 Rx 6  0F 00 F1 43 00 00 
   5110   2392408.792 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   5111   2392408.913 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   5112   2392411.941 DT     0080 Rx 0  
   5113   2392412.903 DT     0181 Rx 8  E1 40 00 00 F1 43 00 00 
   5114   2392414.991 DT     0201 Rx 6  0F 00 97 47 00 00 
   5115   2392418.788 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   5116   2392418.909 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5117   2392421.914 DT     0080 Rx 0  
   5118   2392422.942 DT     0181 Rx 8  87 44 00 00 97 47 00 00 
   5119   2392424.964 DT     0201 Rx 6  0F 00 55 4B 00 00 
   5120   2392428.781 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   5121   2392428.902 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   5122   2392431.886 DT     0080 Rx 0  
   5123   2392432.926 DT     0181 Rx 8  2E 48 00 00 55 4B 00 00 
   5124   2392434.937 DT     0201 Rx 6  0F 00 29 4F 00 00 
   5125   2392438.774 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   5126   2392441.859 DT     0080 Rx 0  
   5127   2392442.901 DT     0181 Rx 8  CD 4B 00 00 29 4F 00 00 
   5128   2392444.908 DT     0201 Rx 6  0F 00 15 53 00 00 
   5129   2392448.766 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5130   2392448.890 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   5131   2392451.831 DT     0080 Rx 0  
   5132   2392452.994 DT     0181 Rx 8  77 4F 00 00 15 53 00 00 
   5133   2392454.880 DT     0201 Rx 6  0F 00 16 57 00 00 
   5134   2392458.759 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   5135   2392458.881 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5136   2392461.802 DT     0080 Rx 0  
   5137   2392462.970 DT     0181 Rx 8  4A 53 00 00 16 57 00 00 
   5138   2392464.853 DT     0201 Rx 6  0F 00 2E 5B 00 00 
   5139   2392468.753 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5140   2392468.875 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   5141   2392471.775 DT     0080 Rx 0  
   5142   2392472.832 DT     0181 Rx 8  47 57 00 00 2E 5B 00 00 
   5143   2392474.826 DT     0201 Rx 6  0F 00 5D 5F 00 00 
   5144   2392478.762 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5145   2392481.747 DT     0080 Rx 0  
   5146   2392482.958 DT     0181 Rx 8  74 5B 00 00 5D 5F 00 00 
   5147   2392484.795 DT     0201 Rx 6  0F 00 A1 63 00 00 
   5148   2392488.738 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   5149   2392488.862 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   5150   2392491.719 DT     0080 Rx 0  
   5151   2392492.850 DT     0181 Rx 8  A9 5F 00 00 A1 63 00 00 
   5152   2392494.770 DT     0201 Rx 6  0F 00 FB 67 00 00 
   5153   2392498.748 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   5154   2392501.690 DT     0080 Rx 0  
   5155   2392502.913 DT     0181 Rx 8  25 64 00 00 FB 67 00 00 
   5156   2392504.743 DT     0201 Rx 6  0F 00 6B 6C 00 00 
   5157   2392508.726 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5158   2392508.848 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   5159   2392511.662 DT     0080 Rx 0  
   5160   2392512.820 DT     0181 Rx 8  8D 68 00 00 6B 6C 00 00 
   5161   2392514.715 DT     0201 Rx 6  0F 00 F0 70 00 00 
   5162   2392518.719 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   5163   2392518.843 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   5164   2392521.637 DT     0080 Rx 0  
   5165   2392522.927 DT     0181 Rx 8  FD 6C 00 00 F0 70 00 00 
   5166   2392524.685 DT     0201 Rx 6  0F 00 8A 75 00 00 
   5167   2392528.714 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   5168   2392528.836 DT     0297 Rx 8  00 00 00 00 00 01 66 07 
   5169   2392531.610 DT     0080 Rx 0  
   5170   2392532.812 DT     0181 Rx 8  8D 71 00 00 8A 75 00 00 
   5171   2392534.659 DT     0201 Rx 6  0F 00 3A 7A 00 00 
   5172   2392538.723 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   5173   2392541.581 DT     0080 Rx 0  
   5174   2392542.797 DT     0181 Rx 8  15 76 00 00 3A 7A 00 00 
   5175   2392544.631 DT     0201 Rx 6  0F 00 FF 7E 00 00 
