;$FILEVERSION=2.0
;$STARTTIME=45224.5492104398
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/10/25 13:10:51.782.0
;   Generated by PCAN-View v4.3.4.615





[TPDO1]
1=0x60640020
2=0x607A0020


;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   4417   2390916.380 DT     0080 Rx 0  
   4418   2390916.942 DT     0181 Rx 8  06 27 02 00 DB 1F 02 00 
   4419   2390919.431 DT     0201 Rx 6  0F 00 E9 17 02 00 
   4420   2390919.997 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4421   2390920.122 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4422   2390926.353 DT     0080 Rx 0  
   4423   2390926.927 DT     0181 Rx 8  33 1F 02 00 E9 17 02 00 
   4424   2390929.404 DT     0201 Rx 6  0F 00 FC 0F 02 00 
   4425   2390929.991 DT     0197 Rx 8  22 60 00 00 CA 5D 00 00 
   4426   2390930.114 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4427   2390936.325 DT     0080 Rx 0  
   4428   2390936.917 DT     0181 Rx 8  20 17 02 00 FC 0F 02 00 
   4429   2390939.374 DT     0201 Rx 6  0F 00 13 08 02 00 
   4430   2390939.985 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4431   2390946.298 DT     0080 Rx 0  
   4432   2390946.809 DT     0181 Rx 8  03 0F 02 00 13 08 02 00 
   4433   2390949.349 DT     0201 Rx 6  0F 00 2F 00 02 00 
   4434   2390949.976 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4435   2390950.100 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4436   2390956.269 DT     0080 Rx 0  
   4437   2390956.886 DT     0181 Rx 8  13 07 02 00 2F 00 02 00 
   4438   2390959.320 DT     0201 Rx 6  0F 00 50 F8 01 00 
   4439   2390959.970 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4440   2390960.094 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4441   2390966.240 DT     0080 Rx 0  
   4442   2390966.857 DT     0181 Rx 8  50 FF 01 00 50 F8 01 00 
   4443   2390969.291 DT     0201 Rx 6  0F 00 77 F0 01 00 
   4444   2390969.963 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4445   2390970.087 DT     0297 Rx 8  00 00 00 00 00 01 5D 07 
   4446   2390976.211 DT     0080 Rx 0  
   4447   2390976.860 DT     0181 Rx 8  95 F7 01 00 77 F0 01 00 
   4448   2390979.261 DT     0201 Rx 6  0F 00 A4 E8 01 00 
   4449   2390979.974 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4450   2390986.183 DT     0080 Rx 0  
   4451   2390986.731 DT     0181 Rx 8  CF EF 01 00 A4 E8 01 00 
   4452   2390989.230 DT     0201 Rx 6  0F 00 D6 E0 01 00 
   4453   2390989.950 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4454   2390990.074 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4455   2390996.153 DT     0080 Rx 0  
   4456   2390996.829 DT     0181 Rx 8  B3 E7 01 00 D6 E0 01 00 
   4457   2390999.203 DT     0201 Rx 6  0F 00 0F D9 01 00 
   4458   2390999.943 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4459   2391000.067 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   4460   2391006.125 DT     0080 Rx 0  
   4461   2391006.701 DT     0181 Rx 8  C5 DF 01 00 0F D9 01 00 
   4462   2391009.175 DT     0201 Rx 6  0F 00 4F D1 01 00 
   4463   2391009.938 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4464   2391010.062 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4465   2391016.097 DT     0080 Rx 0  
   4466   2391016.839 DT     0181 Rx 8  20 D8 01 00 4F D1 01 00 
   4467   2391019.145 DT     0201 Rx 6  0F 00 96 C9 01 00 
   4468   2391019.949 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4469   2391026.071 DT     0080 Rx 0  
   4470   2391026.678 DT     0181 Rx 8  74 D0 01 00 96 C9 01 00 
   4471   2391029.118 DT     0201 Rx 6  0F 00 E4 C1 01 00 
   4472   2391029.924 DT     0197 Rx 8  36 60 00 00 D4 5D 00 00 
   4473   2391030.046 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4474   2391036.040 DT     0080 Rx 0  
   4475   2391036.836 DT     0181 Rx 8  07 C9 01 00 E4 C1 01 00 
   4476   2391039.091 DT     0201 Rx 6  0F 00 3A BA 01 00 
   4477   2391039.917 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4478   2391040.040 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4479   2391046.011 DT     0080 Rx 0  
   4480   2391046.697 DT     0181 Rx 8  47 C1 01 00 3A BA 01 00 
   4481   2391049.062 DT     0201 Rx 6  0F 00 98 B2 01 00 
   4482   2391049.910 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4483   2391050.032 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4484   2391055.982 DT     0080 Rx 0  
   4485   2391056.658 DT     0181 Rx 8  7C B9 01 00 98 B2 01 00 
   4486   2391059.033 DT     0201 Rx 6  0F 00 FE AA 01 00 
   4487   2391059.919 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4488   2391065.956 DT     0080 Rx 0  
   4489   2391066.675 DT     0181 Rx 8  9D B1 01 00 FE AA 01 00 
   4490   2391069.006 DT     0201 Rx 6  0F 00 6D A3 01 00 
   4491   2391069.897 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4492   2391075.929 DT     0080 Rx 0  
   4493   2391076.629 DT     0181 Rx 8  29 AA 01 00 6D A3 01 00 
   4494   2391078.979 DT     0201 Rx 6  0F 00 E5 9B 01 00 
   4495   2391079.888 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   4496   2391080.012 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4497   2391085.901 DT     0080 Rx 0  
   4498   2391086.616 DT     0181 Rx 8  D9 A2 01 00 E5 9B 01 00 
   4499   2391088.952 DT     0201 Rx 6  0F 00 66 94 01 00 
   4500   2391089.884 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4501   2391090.008 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   4502   2391095.877 DT     0080 Rx 0  
   4503   2391096.735 DT     0181 Rx 8  54 9B 01 00 66 94 01 00 
   4504   2391098.928 DT     0201 Rx 6  0F 00 F0 8C 01 00 
   4505   2391099.877 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4506   2391099.999 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4507   2391105.850 DT     0080 Rx 0  
   4508   2391106.632 DT     0181 Rx 8  AD 93 01 00 F0 8C 01 00 
   4509   2391108.899 DT     0201 Rx 6  0F 00 85 85 01 00 
   4510   2391109.869 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4511   2391109.993 DT     0297 Rx 8  00 00 00 00 00 01 5D 07 
   4512   2391115.824 DT     0080 Rx 0  
   4513   2391116.575 DT     0181 Rx 8  EC 8B 01 00 85 85 01 00 
   4514   2391118.873 DT     0201 Rx 6  0F 00 23 7E 01 00 
   4515   2391119.864 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4516   2391119.986 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4517   2391125.799 DT     0080 Rx 0  
   4518   2391126.609 DT     0181 Rx 8  C0 84 01 00 23 7E 01 00 
   4519   2391128.844 DT     0201 Rx 6  0F 00 CC 76 01 00 
   4520   2391129.873 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4521   2391135.769 DT     0080 Rx 0  
   4522   2391136.682 DT     0181 Rx 8  70 7D 01 00 CC 76 01 00 
   4523   2391138.820 DT     0201 Rx 6  0F 00 80 6F 01 00 
   4524   2391139.867 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4525   2391145.743 DT     0080 Rx 0  
   4526   2391146.584 DT     0181 Rx 8  4B 76 01 00 80 6F 01 00 
   4527   2391148.794 DT     0201 Rx 6  0F 00 3E 68 01 00 
   4528   2391149.842 DT     0197 Rx 8  2C 60 00 00 CA 5D 00 00 
   4529   2391155.714 DT     0080 Rx 0  
   4530   2391156.680 DT     0181 Rx 8  FB 6E 01 00 3E 68 01 00 
   4531   2391158.765 DT     0201 Rx 6  0F 00 08 61 01 00 
   4532   2391159.836 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4533   2391159.960 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   4534   2391165.684 DT     0080 Rx 0  
   4535   2391166.655 DT     0181 Rx 8  78 67 01 00 08 61 01 00 
   4536   2391168.733 DT     0201 Rx 6  0F 00 DE 59 01 00 
   4537   2391169.829 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4538   2391169.953 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4539   2391175.657 DT     0080 Rx 0  
   4540   2391176.647 DT     0181 Rx 8  06 60 01 00 DE 59 01 00 
   4541   2391178.705 DT     0201 Rx 6  0F 00 BF 52 01 00 
   4542   2391179.822 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4543   2391179.944 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4544   2391185.630 DT     0080 Rx 0  
   4545   2391186.538 DT     0181 Rx 8  F3 58 01 00 BF 52 01 00 
   4546   2391188.675 DT     0201 Rx 6  0F 00 AD 4B 01 00 
   4547   2391189.833 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4548   2391195.600 DT     0080 Rx 0  
   4549   2391196.529 DT     0181 Rx 8  2A 52 01 00 AD 4B 01 00 
   4550   2391198.649 DT     0201 Rx 6  0F 00 A7 44 01 00 
   4551   2391205.572 DT     0080 Rx 0  
   4552   2391206.512 DT     0181 Rx 8  46 4B 01 00 A7 44 01 00 
   4553   2391208.620 DT     0201 Rx 6  0F 00 AE 3D 01 00 
   4554   2391209.802 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4555   2391215.543 DT     0080 Rx 0  
   4556   2391216.569 DT     0181 Rx 8  09 44 01 00 AE 3D 01 00 
   4557   2391218.594 DT     0201 Rx 6  0F 00 C2 36 01 00 
   4558   2391219.796 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4559   2391219.917 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4560   2391225.517 DT     0080 Rx 0  
   4561   2391226.586 DT     0181 Rx 8  F8 3C 01 00 C2 36 01 00 
   4562   2391228.566 DT     0201 Rx 6  0F 00 E3 2F 01 00 
   4563   2391229.788 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4564   2391229.911 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4565   2391235.488 DT     0080 Rx 0  
   4566   2391236.476 DT     0181 Rx 8  E8 35 01 00 E3 2F 01 00 
   4567   2391238.539 DT     0201 Rx 6  0F 00 12 29 01 00 
   4568   2391239.781 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4569   2391239.904 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4570   2391245.464 DT     0080 Rx 0  
   4571   2391246.444 DT     0181 Rx 8  2D 2F 01 00 12 29 01 00 
   4572   2391248.413 DT     0201 Rx 6  0F 00 4E 22 01 00 
   4573   2391249.694 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4574   2391255.334 DT     0080 Rx 0  
   4575   2391256.343 DT     0181 Rx 8  7F 28 01 00 4E 22 01 00 
   4576   2391258.383 DT     0201 Rx 6  0F 00 99 1B 01 00 
   4577   2391259.668 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4578   2391259.792 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4579   2391265.305 DT     0080 Rx 0  
   4580   2391266.319 DT     0181 Rx 8  E1 21 01 00 99 1B 01 00 
   4581   2391268.356 DT     0201 Rx 6  0F 00 F2 14 01 00 
   4582   2391269.662 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4583   2391269.783 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4584   2391275.276 DT     0080 Rx 0  
   4585   2391276.336 DT     0181 Rx 8  FC 1A 01 00 F2 14 01 00 
   4586   2391278.327 DT     0201 Rx 6  0F 00 5A 0E 01 00 
   4587   2391279.653 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4588   2391279.777 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4589   2391285.247 DT     0080 Rx 0  
   4590   2391286.413 DT     0181 Rx 8  40 14 01 00 5A 0E 01 00 
   4591   2391288.300 DT     0201 Rx 6  0F 00 D1 07 01 00 
   4592   2391289.648 DT     0197 Rx 8  36 60 00 00 E8 5D 00 00 
   4593   2391289.770 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4594   2391295.220 DT     0080 Rx 0  
   4595   2391296.268 DT     0181 Rx 8  78 0D 01 00 D1 07 01 00 
   4596   2391298.273 DT     0201 Rx 6  0F 00 57 01 01 00 
   4597   2391299.642 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4598   2391299.766 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4599   2391305.193 DT     0080 Rx 0  
   4600   2391306.262 DT     0181 Rx 8  EE 06 01 00 57 01 01 00 
   4601   2391308.242 DT     0201 Rx 6  0F 00 EC FA 00 00 
   4602   2391315.165 DT     0080 Rx 0  
   4603   2391316.391 DT     0181 Rx 8  C0 00 01 00 EC FA 00 00 
   4604   2391318.216 DT     0201 Rx 6  0F 00 91 F4 00 00 
   4605   2391319.628 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4606   2391325.137 DT     0080 Rx 0  
   4607   2391326.409 DT     0181 Rx 8  71 FA 00 00 91 F4 00 00 
   4608   2391328.188 DT     0201 Rx 6  0F 00 47 EE 00 00 
   4609   2391329.620 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4610   2391329.744 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4611   2391335.108 DT     0080 Rx 0  
   4612   2391336.276 DT     0181 Rx 8  3A F4 00 00 47 EE 00 00 
   4613   2391338.158 DT     0201 Rx 6  0F 00 0C E8 00 00 
   4614   2391339.614 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   4615   2391339.737 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4616   2391345.080 DT     0080 Rx 0  
   4617   2391346.223 DT     0181 Rx 8  A5 ED 00 00 0C E8 00 00 
   4618   2391348.131 DT     0201 Rx 6  0F 00 E2 E1 00 00 
   4619   2391349.607 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4620   2391349.730 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4621   2391355.053 DT     0080 Rx 0  
   4622   2391356.318 DT     0181 Rx 8  60 E7 00 00 E2 E1 00 00 
   4623   2391358.105 DT     0201 Rx 6  0F 00 C8 DB 00 00 
   4624   2391359.601 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4625   2391359.724 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4626   2391365.024 DT     0080 Rx 0  
   4627   2391366.304 DT     0181 Rx 8  20 E1 00 00 C8 DB 00 00 
   4628   2391368.077 DT     0201 Rx 6  0F 00 C0 D5 00 00 
   4629   2391369.610 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4630   2391374.999 DT     0080 Rx 0  
   4631   2391376.198 DT     0181 Rx 8  0E DB 00 00 C0 D5 00 00 
   4632   2391378.046 DT     0201 Rx 6  0F 00 C9 CF 00 00 
   4633   2391379.585 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4634   2391379.709 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4635   2391384.970 DT     0080 Rx 0  
   4636   2391386.303 DT     0181 Rx 8  1D D5 00 00 C9 CF 00 00 
   4637   2391388.017 DT     0201 Rx 6  0F 00 E3 C9 00 00 
   4638   2391389.581 DT     0197 Rx 8  36 60 00 00 DE 5D 00 00 
   4639   2391389.703 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4640   2391394.939 DT     0080 Rx 0  
   4641   2391395.309 DT     0181 Rx 8  CE CF 00 00 E3 C9 00 00 
   4642   2391397.989 DT     0201 Rx 6  0F 00 0F C4 00 00 
   4643   2391399.574 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4644   2391404.912 DT     0080 Rx 0  
   4645   2391405.298 DT     0181 Rx 8  05 CA 00 00 0F C4 00 00 
   4646   2391407.962 DT     0201 Rx 6  0F 00 4D BE 00 00 
   4647   2391409.584 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4648   2391414.885 DT     0080 Rx 0  
   4649   2391415.164 DT     0181 Rx 8  10 C4 00 00 0F C4 00 00 
   4650   2391417.936 DT     0201 Rx 6  0F 00 9D B8 00 00 
   4651   2391419.561 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4652   2391419.683 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4653   2391424.860 DT     0080 Rx 0  
   4654   2391425.162 DT     0181 Rx 8  4F BE 00 00 4D BE 00 00 
   4655   2391427.911 DT     0201 Rx 6  0F 00 00 B3 00 00 
   4656   2391429.554 DT     0197 Rx 8  22 60 00 00 CA 5D 00 00 
   4657   2391429.678 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4658   2391434.830 DT     0080 Rx 0  
   4659   2391435.135 DT     0181 Rx 8  8C B8 00 00 9D B8 00 00 
   4660   2391437.881 DT     0201 Rx 6  0F 00 75 AD 00 00 
   4661   2391439.547 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4662   2391439.672 DT     0297 Rx 8  00 00 00 00 00 01 5D 07 
   4663   2391444.803 DT     0080 Rx 0  
   4664   2391445.113 DT     0181 Rx 8  B9 B2 00 00 00 B3 00 00 
   4665   2391447.853 DT     0201 Rx 6  0F 00 FD A7 00 00 
   4666   2391449.541 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4667   2391449.662 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4668   2391454.776 DT     0080 Rx 0  
   4669   2391455.139 DT     0181 Rx 8  4E AD 00 00 FD A7 00 00 
   4670   2391457.826 DT     0201 Rx 6  0F 00 99 A2 00 00 
   4671   2391459.533 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4672   2391459.655 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   4673   2391464.751 DT     0080 Rx 0  
   4674   2391465.105 DT     0181 Rx 8  CC A7 00 00 99 A2 00 00 
   4675   2391467.802 DT     0201 Rx 6  0F 00 47 9D 00 00 
   4676   2391469.528 DT     0197 Rx 8  22 60 00 00 CA 5D 00 00 
   4677   2391469.648 DT     0297 Rx 8  00 00 00 00 00 01 5B 07 
   4678   2391474.724 DT     0080 Rx 0  
   4679   2391475.108 DT     0181 Rx 8  77 A2 00 00 47 9D 00 00 
   4680   2391477.772 DT     0201 Rx 6  0F 00 09 98 00 00 
   4681   2391479.519 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4682   2391479.643 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4683   2391484.694 DT     0080 Rx 0  
   4684   2391485.071 DT     0181 Rx 8  26 9D 00 00 09 98 00 00 
   4685   2391487.745 DT     0201 Rx 6  0F 00 DF 92 00 00 
   4686   2391489.515 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4687   2391489.636 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4688   2391494.667 DT     0080 Rx 0  
   4689   2391495.159 DT     0181 Rx 8  A7 97 00 00 DF 92 00 00 
   4690   2391497.715 DT     0201 Rx 6  0F 00 C8 8D 00 00 
   4691   2391499.508 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   4692   2391499.632 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   4693   2391504.639 DT     0080 Rx 0  
   4694   2391505.182 DT     0181 Rx 8  5B 92 00 00 C8 8D 00 00 
   4695   2391507.687 DT     0201 Rx 6  0F 00 C6 88 00 00 
   4696   2391509.501 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4697   2391509.622 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4698   2391514.610 DT     0080 Rx 0  
   4699   2391515.038 DT     0181 Rx 8  15 8D 00 00 C6 88 00 00 
   4700   2391517.660 DT     0201 Rx 6  0F 00 D8 83 00 00 
   4701   2391519.509 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4702   2391524.582 DT     0080 Rx 0  
   4703   2391525.126 DT     0181 Rx 8  0B 88 00 00 D8 83 00 00 
   4704   2391527.632 DT     0201 Rx 6  0F 00 FF 7E 00 00 
   4705   2391529.484 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4706   2391529.609 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4707   2391534.557 DT     0080 Rx 0  
   4708   2391535.114 DT     0181 Rx 8  3E 83 00 00 FF 7E 00 00 
   4709   2391537.608 DT     0201 Rx 6  0F 00 3A 7A 00 00 
   4710   2391539.481 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4711   2391544.528 DT     0080 Rx 0  
   4712   2391545.128 DT     0181 Rx 8  8C 7E 00 00 3A 7A 00 00 
   4713   2391547.579 DT     0201 Rx 6  0F 00 8A 75 00 00 
   4714   2391549.472 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4715   2391554.499 DT     0080 Rx 0  
   4716   2391555.107 DT     0181 Rx 8  DB 79 00 00 8A 75 00 00 
   4717   2391557.553 DT     0201 Rx 6  0F 00 F0 70 00 00 
   4718   2391559.466 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4719   2391559.587 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4720   2391564.472 DT     0080 Rx 0  
   4721   2391565.001 DT     0181 Rx 8  47 75 00 00 F0 70 00 00 
   4722   2391567.523 DT     0201 Rx 6  0F 00 6B 6C 00 00 
   4723   2391569.477 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4724   2391574.444 DT     0080 Rx 0  
   4725   2391575.092 DT     0181 Rx 8  A5 70 00 00 6B 6C 00 00 
   4726   2391577.494 DT     0201 Rx 6  0F 00 FB 67 00 00 
   4727   2391579.453 DT     0197 Rx 8  36 60 00 00 DE 5D 00 00 
   4728   2391584.415 DT     0080 Rx 0  
   4729   2391584.946 DT     0181 Rx 8  11 6C 00 00 FB 67 00 00 
   4730   2391587.379 DT     0717 Rx 1  05 
   4731   2391587.480 DT     0201 Rx 6  0F 00 A1 63 00 00 
   4732   2391589.445 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4733   2391589.567 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4734   2391594.384 DT     0080 Rx 0  
   4735   2391594.928 DT     0181 Rx 8  6F 67 00 00 A1 63 00 00 
   4736   2391597.435 DT     0201 Rx 6  0F 00 5D 5F 00 00 
   4737   2391599.439 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4738   2391599.562 DT     0297 Rx 8  00 00 00 00 00 01 69 07 
   4739   2391604.354 DT     0080 Rx 0  
   4740   2391604.923 DT     0181 Rx 8  08 63 00 00 5D 5F 00 00 
   4741   2391607.405 DT     0201 Rx 6  0F 00 2E 5B 00 00 
   4742   2391609.447 DT     0297 Rx 8  00 00 00 00 00 01 5C 07 
   4743   2391614.325 DT     0080 Rx 0  
   4744   2391614.906 DT     0181 Rx 8  A9 5E 00 00 2E 5B 00 00 
   4745   2391617.376 DT     0201 Rx 6  0F 00 16 57 00 00 
   4746   2391619.426 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   4747   2391619.547 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4748   2391624.296 DT     0080 Rx 0  
   4749   2391624.928 DT     0181 Rx 8  AB 5A 00 00 16 57 00 00 
   4750   2391627.347 DT     0201 Rx 6  0F 00 15 53 00 00 
   4751   2391629.417 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4752   2391629.541 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   4753   2391634.269 DT     0080 Rx 0  
   4754   2391634.932 DT     0181 Rx 8  A4 56 00 00 15 53 00 00 
   4755   2391637.319 DT     0201 Rx 6  0F 00 29 4F 00 00 
   4756   2391644.241 DT     0080 Rx 0  
   4757   2391644.896 DT     0181 Rx 8  BE 52 00 00 29 4F 00 00 
   4758   2391647.291 DT     0201 Rx 6  0F 00 55 4B 00 00 
   4759   2391649.405 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4760   2391649.529 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4761   2391654.213 DT     0080 Rx 0  
   4762   2391654.978 DT     0181 Rx 8  EF 4E 00 00 55 4B 00 00 
   4763   2391657.264 DT     0201 Rx 6  0F 00 97 47 00 00 
   4764   2391659.416 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   4765   2391664.184 DT     0080 Rx 0  
   4766   2391664.893 DT     0181 Rx 8  33 4B 00 00 97 47 00 00 
   4767   2391667.235 DT     0201 Rx 6  0F 00 F1 43 00 00 
   4768   2391669.392 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   4769   2391669.516 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4770   2391674.157 DT     0080 Rx 0  
   4771   2391674.864 DT     0181 Rx 8  68 47 00 00 F1 43 00 00 
   4772   2391677.208 DT     0201 Rx 6  0F 00 61 40 00 00 
   4773   2391679.400 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4774   2391684.128 DT     0080 Rx 0  
   4775   2391684.875 DT     0181 Rx 8  9A 43 00 00 61 40 00 00 
   4776   2391687.178 DT     0201 Rx 6  0F 00 E9 3C 00 00 
   4777   2391689.378 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   4778   2391689.500 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   4779   2391694.099 DT     0080 Rx 0  
   4780   2391694.953 DT     0181 Rx 8  E7 3F 00 00 E9 3C 00 00 
   4781   2391697.149 DT     0201 Rx 6  0F 00 88 39 00 00 
   4782   2391699.372 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4783   2391699.493 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   4784   2391704.072 DT     0080 Rx 0  
   4785   2391704.855 DT     0181 Rx 8  6B 3C 00 00 88 39 00 00 
   4786   2391707.123 DT     0201 Rx 6  0F 00 3E 36 00 00 
   4787   2391709.366 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   4788   2391709.487 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   4789   2391714.042 DT     0080 Rx 0  
   4790   2391714.807 DT     0181 Rx 8  0E 39 00 00 3E 36 00 00 
   4791   2391717.096 DT     0201 Rx 6  0F 00 0D 33 00 00 
   4792   2391719.359 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   4793   2391719.480 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   4794   2391724.016 DT     0080 Rx 0  
   4795   2391724.826 DT     0181 Rx 8  C9 35 00 00 0D 33 00 00 
