;$FILEVERSION=2.0
;$STARTTIME=45232.8237570602
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 19:46:12.610.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   4834     21401.919 DT     0281 Rx 8  00 00 00 00 80 CD FD FF 
   4835     21402.374 DT     0201 Rx 6  0F 00 8C 04 00 00 
   4836     21411.290 DT     0080 Rx 0  
   4837     21411.752 DT     0181 Rx 8  00 80 37 92 B7 04 00 00 
   4838     21411.874 DT     0281 Rx 8  00 00 00 00 B0 42 FE FF 
   4839     21412.351 DT     0201 Rx 6  0F 00 05 02 00 00 
   4840     21421.265 DT     0080 Rx 0  
   4841     21421.780 DT     0181 Rx 8  00 80 37 92 3A 02 00 00 
   4842     21421.907 DT     0281 Rx 8  00 00 00 00 E0 B7 FE FF 
   4843     21422.321 DT     0201 Rx 6  0F 00 81 00 00 00 
   4844     21431.238 DT     0080 Rx 0  
   4845     21431.652 DT     0181 Rx 8  00 80 37 92 A4 00 00 00 
   4846     21431.776 DT     0281 Rx 8  00 00 00 00 98 40 FF FF 
   4847     21432.299 DT     0201 Rx 6  0F 00 00 00 00 00 
   4848     21441.214 DT     0080 Rx 0  
   4849     21441.753 DT     0181 Rx 8  00 80 37 92 F1 FF FF FF 
   4850     21441.874 DT     0281 Rx 8  00 00 00 00 68 C5 FF FF 
   4851     21442.272 DT     0201 Rx 6  0F 00 81 00 00 00 
   4852     21451.187 DT     0080 Rx 0  
   4853     21451.738 DT     0181 Rx 8  00 80 37 92 28 00 00 00 
   4854     21451.863 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   4855     21452.248 DT     0201 Rx 6  0F 00 05 02 00 00 
   4856     21461.161 DT     0080 Rx 0  
   4857     21461.608 DT     0181 Rx 8  00 80 37 92 63 01 00 00 
   4858     21461.730 DT     0281 Rx 8  00 00 00 00 90 65 00 00 
   4859     21462.219 DT     0201 Rx 6  0F 00 8C 04 00 00 
   4860     21471.136 DT     0080 Rx 0  
   4861     21471.713 DT     0181 Rx 8  00 80 37 92 D9 03 00 00 
   4862     21471.835 DT     0281 Rx 8  00 00 00 00 30 F2 00 00 
   4863     21472.193 DT     0201 Rx 6  0F 00 15 08 00 00 
   4864     21481.110 DT     0080 Rx 0  
   4865     21481.618 DT     0181 Rx 8  00 80 37 92 62 07 00 00 
   4866     21481.745 DT     0281 Rx 8  00 00 00 00 E0 28 01 00 
   4867     21482.166 DT     0201 Rx 6  0F 00 A1 0C 00 00 
   4868     21491.085 DT     0080 Rx 0  
   4869     21491.601 DT     0181 Rx 8  00 80 37 92 1F 0C 00 00 
   4870     21491.722 DT     0281 Rx 8  00 00 00 00 70 8E 01 00 
   4871     21492.141 DT     0201 Rx 6  0F 00 2E 12 00 00 
   4872     21501.056 DT     0080 Rx 0  
   4873     21501.687 DT     0181 Rx 8  00 80 37 92 E3 11 00 00 
   4874     21501.809 DT     0281 Rx 8  00 00 00 00 B8 FF 01 00 
   4875     21502.118 DT     0201 Rx 6  0F 00 BE 18 00 00 
   4876     21511.031 DT     0080 Rx 0  
   4877     21511.708 DT     0181 Rx 8  00 80 37 92 A5 18 00 00 
   4878     21511.830 DT     0281 Rx 8  00 00 00 00 18 6D 02 00 
   4879     21512.092 DT     0201 Rx 6  0F 00 50 20 00 00 
   4880     21521.008 DT     0080 Rx 0  
   4881     21521.692 DT     0181 Rx 8  00 80 37 92 45 20 00 00 
   4882     21521.816 DT     0281 Rx 8  00 00 00 00 E0 9F 02 00 
   4883     21522.064 DT     0201 Rx 6  0F 00 E3 28 00 00 
   4884     21530.983 DT     0080 Rx 0  
   4885     21531.668 DT     0181 Rx 8  00 80 37 92 8B 28 00 00 
   4886     21531.792 DT     0281 Rx 8  00 00 00 00 08 40 03 00 
   4887     21532.037 DT     0201 Rx 6  0F 00 77 32 00 00 
   4888     21540.955 DT     0080 Rx 0  
   4889     21541.665 DT     0181 Rx 8  00 80 37 92 F3 31 00 00 
   4890     21541.786 DT     0281 Rx 8  00 00 00 00 70 82 03 00 
   4891     21542.013 DT     0201 Rx 6  0F 00 0C 3D 00 00 
   4892     21550.928 DT     0080 Rx 0  
   4893     21551.648 DT     0181 Rx 8  00 80 37 92 D1 3C 00 00 
   4894     21551.773 DT     0281 Rx 8  00 00 00 00 10 0F 04 00 
   4895     21551.986 DT     0201 Rx 6  0F 00 A0 48 00 00 
   4896     21560.902 DT     0080 Rx 0  
   4897     21561.551 DT     0181 Rx 8  00 80 37 92 CB 48 00 00 
   4898     21561.675 DT     0281 Rx 8  00 00 00 00 70 7C 04 00 
   4899     21561.960 DT     0201 Rx 6  0F 00 35 55 00 00 
   4900     21570.874 DT     0080 Rx 0  
   4901     21571.650 DT     0181 Rx 8  00 80 37 92 CA 54 00 00 
   4902     21571.774 DT     0281 Rx 8  00 00 00 00 F8 8F 04 00 
   4903     21571.932 DT     0201 Rx 6  0F 00 C9 62 00 00 
   4904     21580.848 DT     0080 Rx 0  
   4905     21581.540 DT     0181 Rx 8  00 80 37 92 66 62 00 00 
   4906     21581.662 DT     0281 Rx 8  00 00 00 00 08 B1 05 00 
   4907     21581.906 DT     0201 Rx 6  0F 00 5C 71 00 00 
   4908     21590.823 DT     0080 Rx 0  
   4909     21591.528 DT     0181 Rx 8  00 80 37 92 A3 71 00 00 
   4910     21591.648 DT     0281 Rx 8  00 00 00 00 28 82 05 00 
   4911     21591.879 DT     0201 Rx 6  0F 00 ED 80 00 00 
   4912     21600.796 DT     0080 Rx 0  
   4913     21601.634 DT     0181 Rx 8  00 80 37 92 88 80 00 00 
   4914     21601.759 DT     0281 Rx 8  00 00 00 00 80 9D 05 00 
   4915     21601.861 DT     0201 Rx 6  0F 00 7B 91 00 00 
   4916     21610.766 DT     0080 Rx 0  
   4917     21611.646 DT     0181 Rx 8  00 80 37 92 61 91 00 00 
   4918     21611.770 DT     0281 Rx 8  00 00 00 00 F8 83 06 00 
   4919     21611.871 DT     0201 Rx 6  0F 00 07 A3 00 00 
   4920     21620.743 DT     0080 Rx 0  
   4921     21621.490 DT     0181 Rx 8  00 80 37 92 61 91 00 00 
   4922     21621.612 DT     0281 Rx 8  00 00 00 00 D8 35 06 00 
   4923     21621.799 DT     0201 Rx 6  0F 00 8E B5 00 00 
   4924     21630.715 DT     0080 Rx 0  
   4925     21631.508 DT     0181 Rx 8  00 80 37 92 13 B5 00 00 
   4926     21631.632 DT     0281 Rx 8  00 00 00 00 98 10 07 00 
   4927     21631.774 DT     0201 Rx 6  0F 00 11 C9 00 00 
   4928     21640.690 DT     0080 Rx 0  
   4929     21641.646 DT     0181 Rx 8  00 80 37 92 50 C9 00 00 
   4930     21641.767 DT     0281 Rx 8  00 00 00 00 60 43 07 00 
   4931     21641.871 DT     0201 Rx 6  0F 00 8E DD 00 00 
   4932     21650.664 DT     0080 Rx 0  
   4933     21651.510 DT     0181 Rx 8  00 80 37 92 4E DD 00 00 
   4934     21651.634 DT     0281 Rx 8  00 00 00 00 68 12 08 00 
   4935     21651.742 DT     0201 Rx 6  0F 00 05 F3 00 00 
   4936     21660.637 DT     0080 Rx 0  
   4937     21661.617 DT     0181 Rx 8  00 80 37 92 1B F3 00 00 
   4938     21661.718 DT     0201 Rx 6  0F 00 75 09 01 00 
   4939     21661.840 DT     0281 Rx 8  00 00 00 00 50 93 08 00 
   4940     21670.613 DT     0080 Rx 0  
   4941     21671.619 DT     0181 Rx 8  00 80 37 92 E7 08 01 00 
   4942     21671.721 DT     0201 Rx 6  0F 00 DD 20 01 00 
   4943     21671.842 DT     0281 Rx 8  00 00 00 00 20 9B 08 00 
   4944     21680.585 DT     0080 Rx 0  
   4945     21681.593 DT     0181 Rx 8  00 80 37 92 1B 21 01 00 
   4946     21681.694 DT     0201 Rx 6  0F 00 3D 39 01 00 
   4947     21681.817 DT     0281 Rx 8  00 00 00 00 80 08 09 00 
   4948     21690.562 DT     0080 Rx 0  
   4949     21691.590 DT     0181 Rx 8  00 80 37 92 AA 38 01 00 
   4950     21691.691 DT     0201 Rx 6  0F 00 92 52 01 00 
   4951     21691.812 DT     0281 Rx 8  00 00 00 00 70 5E 09 00 
   4952     21700.535 DT     0080 Rx 0  
   4953     21701.461 DT     0181 Rx 8  00 80 37 92 FA 52 01 00 
   4954     21701.583 DT     0281 Rx 8  00 00 00 00 A0 D3 09 00 
   4955     21701.684 DT     0201 Rx 6  0F 00 DC 6C 01 00 
   4956     21710.509 DT     0080 Rx 0  
   4957     21711.463 DT     0181 Rx 8  00 80 37 92 E0 6C 01 00 
   4958     21711.588 DT     0281 Rx 8  00 00 00 00 90 A0 0B 00 
   4959     21711.690 DT     0201 Rx 6  0F 00 1A 88 01 00 
   4960     21720.485 DT     0080 Rx 0  
   4961     21721.454 DT     0181 Rx 8  00 80 37 92 D0 87 01 00 
   4962     21721.558 DT     0201 Rx 6  0F 00 4B A4 01 00 
   4963     21721.680 DT     0281 Rx 8  00 00 00 00 F8 EE 09 00 
   4964     21730.459 DT     0080 Rx 0  
   4965     21731.450 DT     0181 Rx 8  00 80 37 92 BB A4 01 00 
   4966     21731.554 DT     0201 Rx 6  0F 00 6E C1 01 00 
   4967     21731.674 DT     0281 Rx 8  00 00 00 00 30 B6 0A 00 
   4968     21740.433 DT     0080 Rx 0  
   4969     21741.489 DT     0201 Rx 6  0F 00 81 DF 01 00 
   4970     21741.609 DT     0181 Rx 8  00 80 37 92 2A C1 01 00 
   4971     21741.729 DT     0281 Rx 8  00 00 00 00 90 1D 0C 00 
   4972     21750.406 DT     0080 Rx 0  
   4973     21751.465 DT     0201 Rx 6  0F 00 84 FE 01 00 
   4974     21751.581 DT     0181 Rx 8  00 80 37 92 42 DF 01 00 
   4975     21751.705 DT     0281 Rx 8  00 00 00 00 70 52 0B 00 
   4976     21760.380 DT     0080 Rx 0  
   4977     21761.441 DT     0201 Rx 6  0F 00 74 1E 02 00 
   4978     21761.558 DT     0181 Rx 8  00 80 37 92 14 FF 01 00 
   4979     21761.685 DT     0281 Rx 8  00 00 00 00 A0 C1 0C 00 
   4980     21770.354 DT     0080 Rx 0  
   4981     21771.414 DT     0201 Rx 6  0F 00 52 3F 02 00 
   4982     21771.544 DT     0181 Rx 8  00 80 37 92 85 1E 02 00 
   4983     21771.666 DT     0281 Rx 8  00 00 00 00 C0 8C 0D 00 
   4984     21780.326 DT     0080 Rx 0  
   4985     21781.383 DT     0201 Rx 6  0F 00 1B 61 02 00 
   4986     21781.526 DT     0181 Rx 8  00 80 37 92 FF 3E 02 00 
   4987     21781.648 DT     0281 Rx 8  00 00 00 00 C8 E4 0C 00 
   4988     21790.299 DT     0080 Rx 0  
   4989     21791.355 DT     0201 Rx 6  0F 00 CE 83 02 00 
   4990     21791.512 DT     0181 Rx 8  00 80 37 92 4E 60 02 00 
   4991     21791.634 DT     0281 Rx 8  00 00 00 00 30 33 0B 00 
   4992     21800.272 DT     0080 Rx 0  
   4993     21801.329 DT     0201 Rx 6  0F 00 6A A7 02 00 
   4994     21801.451 DT     0181 Rx 8  00 80 37 92 7C 83 02 00 
   4995     21801.573 DT     0281 Rx 8  00 00 00 00 40 54 0C 00 
   4996     21810.244 DT     0080 Rx 0  
   4997     21811.302 DT     0201 Rx 6  0F 00 ED CB 02 00 
   4998     21811.506 DT     0181 Rx 8  00 80 37 92 DF A7 02 00 
   4999     21811.626 DT     0281 Rx 8  00 00 00 00 D0 B3 0D 00 
   5000     21820.218 DT     0080 Rx 0  
   5001     21821.274 DT     0201 Rx 6  0F 00 56 F1 02 00 
   5002     21821.392 DT     0181 Rx 8  00 80 37 92 57 CC 02 00 
   5003     21821.515 DT     0281 Rx 8  00 00 00 00 80 E4 0E 00 
   5004     21830.189 DT     0080 Rx 0  
   5005     21831.248 DT     0201 Rx 6  0F 00 A3 17 03 00 
   5006     21831.475 DT     0181 Rx 8  00 80 37 92 4F F1 02 00 
   5007     21831.597 DT     0281 Rx 8  00 00 00 00 A8 8A 0E 00 
   5008     21840.163 DT     0080 Rx 0  
   5009     21841.220 DT     0201 Rx 6  0F 00 D2 3E 03 00 
   5010     21841.506 DT     0181 Rx 8  00 80 37 92 F6 16 03 00 
   5011     21841.630 DT     0281 Rx 8  00 00 00 00 E0 CE 0F 00 
   5012     21850.136 DT     0080 Rx 0  
   5013     21850.380 DT     0181 Rx 8  00 80 37 92 7C 3A 03 00 
   5014     21850.505 DT     0281 Rx 8  00 00 00 00 58 3E 0F 00 
   5015     21851.192 DT     0201 Rx 6  0F 00 E3 66 03 00 
   5016     21860.110 DT     0080 Rx 0  
   5017     21860.512 DT     0181 Rx 8  00 80 37 92 FE 61 03 00 
   5018     21860.634 DT     0281 Rx 8  00 00 00 00 E8 B5 0C 00 
   5019     21861.168 DT     0201 Rx 6  0F 00 D4 8F 03 00 
   5020     21870.086 DT     0080 Rx 0  
   5021     21870.476 DT     0181 Rx 8  00 80 37 92 38 8B 03 00 
   5022     21870.596 DT     0281 Rx 8  00 00 00 00 88 B9 0E 00 
   5023     21871.143 DT     0201 Rx 6  0F 00 A2 B9 03 00 
   5024     21880.058 DT     0080 Rx 0  
   5025     21880.457 DT     0181 Rx 8  00 80 37 92 1D B5 03 00 
   5026     21880.584 DT     0281 Rx 8  00 00 00 00 C8 DE 0D 00 
   5027     21881.116 DT     0201 Rx 6  0F 00 4D E4 03 00 
   5028     21890.030 DT     0080 Rx 0  
   5029     21890.479 DT     0181 Rx 8  00 80 37 92 B3 DF 03 00 
   5030     21890.599 DT     0281 Rx 8  00 00 00 00 C8 55 0F 00 
   5031     21891.089 DT     0201 Rx 6  0F 00 D2 0F 04 00 
   5032     21900.003 DT     0080 Rx 0  
   5033     21900.247 DT     0701 Rx 1  05 
   5034     21900.502 DT     0181 Rx 8  00 80 37 92 29 0B 04 00 
   5035     21900.623 DT     0281 Rx 8  00 00 00 00 C0 09 0E 00 
   5036     21901.060 DT     0201 Rx 6  0F 00 2F 3C 04 00 
   5037     21909.980 DT     0080 Rx 0  
   5038     21910.423 DT     0181 Rx 8  00 80 37 92 54 37 04 00 
   5039     21910.544 DT     0281 Rx 8  00 00 00 00 60 13 0F 00 
   5040     21911.037 DT     0201 Rx 6  0F 00 64 69 04 00 
   5041     21919.956 DT     0080 Rx 0  
   5042     21920.426 DT     0181 Rx 8  00 80 37 92 FD 63 04 00 
   5043     21920.549 DT     0281 Rx 8  00 00 00 00 D0 30 0E 00 
   5044     21921.013 DT     0201 Rx 6  0F 00 6D 97 04 00 
   5045     21929.929 DT     0080 Rx 0  
   5046     21930.470 DT     0181 Rx 8  00 80 37 92 20 92 04 00 
   5047     21930.592 DT     0281 Rx 8  00 00 00 00 38 67 10 00 
   5048     21930.988 DT     0201 Rx 6  0F 00 4A C6 04 00 
   5049     21939.901 DT     0080 Rx 0  
   5050     21940.453 DT     0181 Rx 8  00 80 37 92 7E C0 04 00 
   5051     21940.572 DT     0281 Rx 8  00 00 00 00 C8 49 11 00 
   5052     21940.959 DT     0201 Rx 6  0F 00 F8 F5 04 00 
   5053     21949.876 DT     0080 Rx 0  
   5054     21950.433 DT     0181 Rx 8  00 80 37 92 CD F0 04 00 
   5055     21950.552 DT     0281 Rx 8  00 00 00 00 10 32 13 00 
   5056     21950.933 DT     0201 Rx 6  0F 00 76 26 05 00 
   5057     21959.851 DT     0080 Rx 0  
   5058     21960.440 DT     0181 Rx 8  00 80 37 92 7C 21 05 00 
   5059     21960.562 DT     0281 Rx 8  00 00 00 00 70 93 15 00 
   5060     21960.907 DT     0201 Rx 6  0F 00 C1 57 05 00 
   5061     21969.827 DT     0080 Rx 0  
   5062     21970.411 DT     0181 Rx 8  00 80 37 92 D8 5A 05 00 
   5063     21970.533 DT     0281 Rx 8  00 00 00 00 88 FA 18 00 
   5064     21970.883 DT     0201 Rx 6  0F 00 D7 89 05 00 
   5065     21979.801 DT     0080 Rx 0  
   5066     21980.410 DT     0181 Rx 8  00 80 37 92 E0 8A 05 00 
   5067     21980.531 DT     0281 Rx 8  00 00 00 00 38 5B 12 00 
   5068     21980.858 DT     0201 Rx 6  0F 00 B7 BC 05 00 
   5069     21989.774 DT     0080 Rx 0  
   5070     21990.390 DT     0181 Rx 8  00 80 37 92 84 BC 05 00 
   5071     21990.512 DT     0281 Rx 8  00 00 00 00 48 0B 11 00 
   5072     21990.830 DT     0201 Rx 6  0F 00 5E F0 05 00 
   5073     21999.747 DT     0080 Rx 0  
   5074     22000.391 DT     0181 Rx 8  00 80 37 92 1D F0 05 00 
   5075     22000.514 DT     0281 Rx 8  00 00 00 00 00 88 13 00 
   5076     22000.801 DT     0201 Rx 6  0F 00 CA 24 06 00 
   5077     22009.721 DT     0080 Rx 0  
   5078     22010.400 DT     0181 Rx 8  00 80 37 92 99 24 06 00 
   5079     22010.519 DT     0281 Rx 8  00 00 00 00 E8 79 16 00 
   5080     22010.779 DT     0201 Rx 6  0F 00 FA 59 06 00 
   5081     22019.696 DT     0080 Rx 0  
   5082     22020.271 DT     0181 Rx 8  00 80 37 92 F1 5A 06 00 
   5083     22020.393 DT     0281 Rx 8  00 00 00 00 08 4B 16 00 
   5084     22020.751 DT     0201 Rx 6  0F 00 EA 8F 06 00 
   5085     22029.669 DT     0080 Rx 0  
   5086     22030.359 DT     0181 Rx 8  00 80 37 92 E8 8F 06 00 
   5087     22030.479 DT     0281 Rx 8  00 00 00 00 98 45 13 00 
   5088     22030.728 DT     0201 Rx 6  0F 00 99 C6 06 00 
   5089     22039.643 DT     0080 Rx 0  
   5090     22040.389 DT     0181 Rx 8  00 80 37 92 D5 C5 06 00 
   5091     22040.514 DT     0281 Rx 8  00 00 00 00 A0 91 14 00 
   5092     22040.702 DT     0201 Rx 6  0F 00 05 FE 06 00 
   5093     22049.615 DT     0080 Rx 0  
   5094     22050.390 DT     0181 Rx 8  00 80 37 92 71 FE 06 00 
   5095     22050.512 DT     0281 Rx 8  00 00 00 00 00 ED 17 00 
   5096     22050.672 DT     0201 Rx 6  0F 00 2B 36 07 00 
   5097     22059.592 DT     0080 Rx 0  
   5098     22060.250 DT     0181 Rx 8  00 80 37 92 93 36 07 00 
   5099     22060.372 DT     0281 Rx 8  00 00 00 00 08 51 15 00 
   5100     22060.647 DT     0201 Rx 6  0F 00 0A 6F 07 00 
   5101     22069.566 DT     0080 Rx 0  
   5102     22070.337 DT     0181 Rx 8  00 80 37 92 79 6E 07 00 
   5103     22070.461 DT     0281 Rx 8  00 00 00 00 00 FF 14 00 
   5104     22070.621 DT     0201 Rx 6  0F 00 9E A8 07 00 
   5105     22079.536 DT     0080 Rx 0  
   5106     22080.339 DT     0181 Rx 8  00 80 37 92 1D A9 07 00 
   5107     22080.463 DT     0281 Rx 8  00 00 00 00 E0 98 18 00 
   5108     22080.595 DT     0201 Rx 6  0F 00 E6 E2 07 00 
   5109     22089.512 DT     0080 Rx 0  
   5110     22090.341 DT     0181 Rx 8  00 80 37 92 40 E3 07 00 
   5111     22090.465 DT     0281 Rx 8  00 00 00 00 B8 FE 16 00 
   5112     22090.570 DT     0201 Rx 6  0F 00 DE 1D 08 00 
   5113     22099.485 DT     0080 Rx 0  
   5114     22100.361 DT     0181 Rx 8  00 80 37 92 FB 1C 08 00 
   5115     22100.483 DT     0281 Rx 8  00 00 00 00 A8 5A 16 00 
   5116     22100.582 DT     0201 Rx 6  0F 00 86 59 08 00 
   5117     22109.457 DT     0080 Rx 0  
   5118     22110.307 DT     0181 Rx 8  00 80 37 92 19 5A 08 00 
   5119     22110.426 DT     0281 Rx 8  00 00 00 00 28 87 19 00 
   5120     22110.528 DT     0201 Rx 6  0F 00 D9 95 08 00 
   5121     22119.432 DT     0080 Rx 0  
   5122     22120.320 DT     0181 Rx 8  00 80 37 92 73 95 08 00 
   5123     22120.441 DT     0281 Rx 8  00 00 00 00 08 C8 16 00 
   5124     22120.545 DT     0201 Rx 6  0F 00 D7 D2 08 00 
   5125     22129.405 DT     0080 Rx 0  
   5126     22130.213 DT     0181 Rx 8  00 80 37 92 A2 D2 08 00 
   5127     22130.334 DT     0281 Rx 8  00 00 00 00 D0 6B 19 00 
   5128     22130.464 DT     0201 Rx 6  0F 00 7C 10 09 00 
   5129     22139.377 DT     0080 Rx 0  
   5130     22140.293 DT     0181 Rx 8  00 80 37 92 97 10 09 00 
   5131     22140.415 DT     0281 Rx 8  00 00 00 00 80 BA 15 00 
   5132     22140.519 DT     0201 Rx 6  0F 00 C6 4E 09 00 
   5133     22149.351 DT     0080 Rx 0  
   5134     22150.204 DT     0181 Rx 8  00 80 37 92 5A 4E 09 00 
   5135     22150.329 DT     0281 Rx 8  00 00 00 00 20 BE 17 00 
   5136     22150.427 DT     0201 Rx 6  0F 00 B2 8D 09 00 
   5137     22159.326 DT     0080 Rx 0  
   5138     22160.315 DT     0181 Rx 8  00 80 37 92 DC 8D 09 00 
   5139     22160.416 DT     0201 Rx 6  0F 00 3F CD 09 00 
   5140     22160.537 DT     0281 Rx 8  00 00 00 00 18 E9 17 00 
   5141     22169.302 DT     0080 Rx 0  
   5142     22170.281 DT     0181 Rx 8  00 80 37 92 93 CC 09 00 
   5143     22170.382 DT     0201 Rx 6  0F 00 68 0D 0A 00 
   5144     22170.508 DT     0281 Rx 8  00 00 00 00 C8 9C 18 00 
   5145     22179.277 DT     0080 Rx 0  
   5146     22180.272 DT     0181 Rx 8  00 80 37 92 A3 0D 0A 00 
   5147     22180.373 DT     0201 Rx 6  0F 00 2C 4E 0A 00 
   5148     22180.495 DT     0281 Rx 8  00 00 00 00 B8 FE 16 00 
   5149     22189.252 DT     0080 Rx 0  
   5150     22190.160 DT     0181 Rx 8  00 80 37 92 D1 4D 0A 00 
   5151     22190.282 DT     0281 Rx 8  00 00 00 00 88 77 19 00 
   5152     22190.381 DT     0201 Rx 6  0F 00 88 8F 0A 00 
   5153     22199.127 DT     0080 Rx 0  
   5154     22200.063 DT     0181 Rx 8  00 80 37 92 A4 8F 0A 00 
   5155     22200.185 DT     0281 Rx 8  00 00 00 00 60 54 19 00 
   5156     22200.286 DT     0201 Rx 6  0F 00 7A D1 0A 00 
   5157     22209.101 DT     0080 Rx 0  
   5158     22210.159 DT     0201 Rx 6  0F 00 FE 13 0B 00 
   5159     22210.275 DT     0181 Rx 8  00 80 37 92 49 D1 0A 00 
   5160     22210.397 DT     0281 Rx 8  00 00 00 00 38 25 1B 00 
   5161     22219.076 DT     0080 Rx 0  
   5162     22220.133 DT     0201 Rx 6  0F 00 13 57 0B 00 
   5163     22220.248 DT     0181 Rx 8  00 80 37 92 EA 13 0B 00 
   5164     22220.370 DT     0281 Rx 8  00 00 00 00 D0 77 17 00 
   5165     22229.052 DT     0080 Rx 0  
   5166     22230.108 DT     0201 Rx 6  0F 00 B5 9A 0B 00 
   5167     22230.225 DT     0181 Rx 8  00 80 37 92 89 57 0B 00 
   5168     22230.348 DT     0281 Rx 8  00 00 00 00 90 B7 1C 00 
   5169     22239.027 DT     0080 Rx 0  
   5170     22240.083 DT     0201 Rx 6  0F 00 E1 DE 0B 00 
   5171     22240.202 DT     0181 Rx 8  00 80 37 92 86 9A 0B 00 
   5172     22240.322 DT     0281 Rx 8  00 00 00 00 D0 E8 19 00 
   5173     22249.004 DT     0080 Rx 0  
   5174     22250.057 DT     0201 Rx 6  0F 00 96 23 0C 00 
   5175     22250.179 DT     0181 Rx 8  00 80 37 92 01 DF 0B 00 
   5176     22250.298 DT     0281 Rx 8  00 00 00 00 60 C5 1B 00 
   5177     22258.976 DT     0080 Rx 0  
   5178     22260.034 DT     0201 Rx 6  0F 00 CF 68 0C 00 
   5179     22260.151 DT     0181 Rx 8  00 80 37 92 DB 22 0C 00 
   5180     22260.277 DT     0281 Rx 8  00 00 00 00 A8 3C 1B 00 
   5181     22268.952 DT     0080 Rx 0  
   5182     22270.011 DT     0201 Rx 6  0F 00 8B AE 0C 00 
   5183     22270.128 DT     0181 Rx 8  00 80 37 92 82 68 0C 00 
   5184     22270.252 DT     0281 Rx 8  00 00 00 00 A0 F6 18 00 
   5185     22278.925 DT     0080 Rx 0  
   5186     22279.984 DT     0201 Rx 6  0F 00 C6 F4 0C 00 
   5187     22280.116 DT     0181 Rx 8  00 80 37 92 FA AE 0C 00 
   5188     22280.238 DT     0281 Rx 8  00 00 00 00 A8 36 1C 00 
   5189     22288.899 DT     0080 Rx 0  
   5190     22289.956 DT     0201 Rx 6  0F 00 7E 3B 0D 00 
   5191     22290.077 DT     0181 Rx 8  00 80 37 92 37 F4 0C 00 
   5192     22290.199 DT     0281 Rx 8  00 00 00 00 08 B6 19 00 
   5193     22298.872 DT     0080 Rx 0  
   5194     22299.931 DT     0201 Rx 6  0F 00 B0 82 0D 00 
   5195     22300.152 DT     0181 Rx 8  00 80 37 92 9A 3B 0D 00 
   5196     22300.274 DT     0281 Rx 8  00 00 00 00 A0 67 1B 00 
   5197     22308.846 DT     0080 Rx 0  
   5198     22309.901 DT     0201 Rx 6  0F 00 58 CA 0D 00 
   5199     22310.143 DT     0181 Rx 8  00 80 37 92 DF 82 0D 00 
   5200     22310.267 DT     0281 Rx 8  00 00 00 00 10 73 1D 00 
   5201     22318.821 DT     0080 Rx 0  
   5202     22319.877 DT     0201 Rx 6  0F 00 75 12 0E 00 
   5203     22319.996 DT     0181 Rx 8  00 80 37 92 EC C9 0D 00 
   5204     22320.115 DT     0281 Rx 8  00 00 00 00 30 CD 1B 00 
   5205     22328.795 DT     0080 Rx 0  
   5206     22329.854 DT     0201 Rx 6  0F 00 03 5B 0E 00 
   5207     22330.067 DT     0181 Rx 8  00 80 37 92 64 12 0E 00 
   5208     22330.189 DT     0281 Rx 8  00 00 00 00 98 1B 1A 00 
   5209     22338.769 DT     0080 Rx 0  
   5210     22339.826 DT     0201 Rx 6  0F 00 FF A3 0E 00 
   5211     22340.096 DT     0181 Rx 8  00 80 37 92 55 5B 0E 00 
   5212     22340.215 DT     0281 Rx 8  00 00 00 00 D0 D0 1D 00 
   5213     22348.744 DT     0080 Rx 0  
   5214     22349.798 DT     0201 Rx 6  0F 00 66 ED 0E 00 
   5215     22350.073 DT     0181 Rx 8  00 80 37 92 EE A3 0E 00 
   5216     22350.195 DT     0281 Rx 8  00 00 00 00 38 19 1D 00 
   5217     22358.718 DT     0080 Rx 0  
   5218     22359.075 DT     0181 Rx 8  00 80 37 92 30 E6 0E 00 
   5219     22359.197 DT     0281 Rx 8  00 00 00 00 F0 2A 1C 00 
