;$FILEVERSION=2.0
;$STARTTIME=45232.8237570602
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 19:46:12.610.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   2933     16675.137 DT     0181 Rx 8  00 80 37 92 CE 8F 00 00 
   2934     16675.262 DT     0281 Rx 8  00 00 00 00 F8 83 06 00 
   2935     16675.655 DT     0201 Rx 6  0F 00 07 A3 00 00 
   2936     16684.571 DT     0080 Rx 0  
   2937     16685.133 DT     0181 Rx 8  00 80 37 92 81 A3 00 00 
   2938     16685.254 DT     0281 Rx 8  00 00 00 00 50 93 08 00 
   2939     16685.629 DT     0201 Rx 6  0F 00 8E B5 00 00 
   2940     16694.546 DT     0080 Rx 0  
   2941     16695.118 DT     0181 Rx 8  00 80 37 92 55 B5 00 00 
   2942     16695.241 DT     0281 Rx 8  00 00 00 00 78 BC 07 00 
   2943     16695.604 DT     0201 Rx 6  0F 00 11 C9 00 00 
   2944     16704.523 DT     0080 Rx 0  
   2945     16705.101 DT     0181 Rx 8  00 80 37 92 6D C9 00 00 
   2946     16705.223 DT     0281 Rx 8  00 00 00 00 38 9D 07 00 
   2947     16705.580 DT     0201 Rx 6  0F 00 8E DD 00 00 
   2948     16714.494 DT     0080 Rx 0  
   2949     16715.151 DT     0181 Rx 8  00 80 37 92 48 DD 00 00 
   2950     16715.275 DT     0281 Rx 8  00 00 00 00 78 BC 07 00 
   2951     16715.552 DT     0201 Rx 6  0F 00 05 F3 00 00 
   2952     16724.468 DT     0080 Rx 0  
   2953     16725.140 DT     0181 Rx 8  00 80 37 92 21 F3 00 00 
   2954     16725.262 DT     0281 Rx 8  00 00 00 00 78 39 08 00 
   2955     16725.524 DT     0201 Rx 6  0F 00 75 09 01 00 
   2956     16734.440 DT     0080 Rx 0  
   2957     16735.005 DT     0181 Rx 8  00 80 37 92 E7 08 01 00 
   2958     16735.129 DT     0281 Rx 8  00 00 00 00 C0 2D 08 00 
   2959     16735.499 DT     0201 Rx 6  0F 00 DD 20 01 00 
   2960     16744.414 DT     0080 Rx 0  
   2961     16745.093 DT     0181 Rx 8  00 80 37 92 1C 21 01 00 
   2962     16745.215 DT     0281 Rx 8  00 00 00 00 70 E1 08 00 
   2963     16745.473 DT     0201 Rx 6  0F 00 3D 39 01 00 
   2964     16754.388 DT     0080 Rx 0  
   2965     16755.116 DT     0181 Rx 8  00 80 37 92 A2 38 01 00 
   2966     16755.238 DT     0281 Rx 8  00 00 00 00 38 14 09 00 
   2967     16755.445 DT     0201 Rx 6  0F 00 92 52 01 00 
   2968     16764.362 DT     0080 Rx 0  
   2969     16764.991 DT     0181 Rx 8  00 80 37 92 16 53 01 00 
   2970     16765.116 DT     0281 Rx 8  00 00 00 00 80 02 0A 00 
   2971     16765.420 DT     0201 Rx 6  0F 00 DC 6C 01 00 
   2972     16774.333 DT     0080 Rx 0  
   2973     16775.097 DT     0181 Rx 8  00 80 37 92 EB 6C 01 00 
   2974     16775.222 DT     0281 Rx 8  00 00 00 00 78 A4 0B 00 
   2975     16775.389 DT     0201 Rx 6  0F 00 1A 88 01 00 
   2976     16784.304 DT     0080 Rx 0  
   2977     16784.965 DT     0181 Rx 8  00 80 37 92 D9 87 01 00 
   2978     16785.084 DT     0281 Rx 8  00 00 00 00 28 64 0A 00 
   2979     16785.364 DT     0201 Rx 6  0F 00 4B A4 01 00 
   2980     16794.277 DT     0080 Rx 0  
   2981     16795.054 DT     0181 Rx 8  00 80 37 92 C1 A4 01 00 
   2982     16795.176 DT     0281 Rx 8  00 00 00 00 38 08 0B 00 
   2983     16795.336 DT     0201 Rx 6  0F 00 6E C1 01 00 
   2984     16804.250 DT     0080 Rx 0  
   2985     16805.060 DT     0181 Rx 8  00 80 37 92 21 C1 01 00 
   2986     16805.182 DT     0281 Rx 8  00 00 00 00 58 50 0C 00 
   2987     16805.307 DT     0201 Rx 6  0F 00 81 DF 01 00 
   2988     16814.223 DT     0080 Rx 0  
   2989     16815.059 DT     0181 Rx 8  00 80 37 92 4A DF 01 00 
   2990     16815.181 DT     0281 Rx 8  00 00 00 00 70 CF 0B 00 
   2991     16815.282 DT     0201 Rx 6  0F 00 84 FE 01 00 
   2992     16824.195 DT     0080 Rx 0  
   2993     16824.957 DT     0181 Rx 8  00 80 37 92 06 FF 01 00 
   2994     16825.081 DT     0281 Rx 8  00 00 00 00 E8 B5 0C 00 
   2995     16825.254 DT     0201 Rx 6  0F 00 74 1E 02 00 
   2996     16834.168 DT     0080 Rx 0  
   2997     16835.073 DT     0181 Rx 8  00 80 37 92 76 1E 02 00 
   2998     16835.200 DT     0281 Rx 8  00 00 00 00 F0 07 0D 00 
   2999     16835.304 DT     0201 Rx 6  0F 00 52 3F 02 00 
   3000     16844.142 DT     0080 Rx 0  
   3001     16845.068 DT     0181 Rx 8  00 80 37 92 F2 3E 02 00 
   3002     16845.190 DT     0281 Rx 8  00 00 00 00 68 77 0C 00 
   3003     16845.292 DT     0201 Rx 6  0F 00 1B 61 02 00 
   3004     16854.113 DT     0080 Rx 0  
   3005     16854.931 DT     0181 Rx 8  00 80 37 92 4B 60 02 00 
   3006     16855.055 DT     0281 Rx 8  00 00 00 00 F8 E8 0A 00 
   3007     16855.170 DT     0201 Rx 6  0F 00 CE 83 02 00 
   3008     16864.085 DT     0080 Rx 0  
   3009     16865.031 DT     0181 Rx 8  00 80 37 92 64 83 02 00 
   3010     16865.153 DT     0281 Rx 8  00 00 00 00 F8 E2 0B 00 
   3011     16865.257 DT     0201 Rx 6  0F 00 6A A7 02 00 
   3012     16874.059 DT     0080 Rx 0  
   3013     16875.040 DT     0181 Rx 8  00 80 37 92 E3 A7 02 00 
   3014     16875.142 DT     0201 Rx 6  0F 00 ED CB 02 00 
   3015     16875.263 DT     0281 Rx 8  00 00 00 00 68 71 0D 00 
   3016     16884.031 DT     0080 Rx 0  
   3017     16885.016 DT     0181 Rx 8  00 80 37 92 6A CC 02 00 
   3018     16885.119 DT     0201 Rx 6  0F 00 56 F1 02 00 
   3019     16885.241 DT     0281 Rx 8  00 00 00 00 D8 FF 0E 00 
   3020     16894.002 DT     0080 Rx 0  
   3021     16894.890 DT     0181 Rx 8  00 80 37 92 6F F1 02 00 
   3022     16895.012 DT     0281 Rx 8  00 00 00 00 28 C9 0E 00 
   3023     16895.113 DT     0201 Rx 6  0F 00 A3 17 03 00 
   3024     16903.955 DT     0701 Rx 1  05 
   3025     16904.006 DT     0080 Rx 0  
   3026     16904.990 DT     0181 Rx 8  00 80 37 92 F1 16 03 00 
   3027     16905.092 DT     0201 Rx 6  0F 00 D2 3E 03 00 
   3028     16905.214 DT     0281 Rx 8  00 00 00 00 60 0D 10 00 
   3029     16913.950 DT     0080 Rx 0  
   3030     16915.005 DT     0201 Rx 6  0F 00 E3 66 03 00 
   3031     16915.122 DT     0181 Rx 8  00 80 37 92 71 3E 03 00 
   3032     16915.246 DT     0281 Rx 8  00 00 00 00 40 BF 0F 00 
   3033     16923.925 DT     0080 Rx 0  
   3034     16924.981 DT     0201 Rx 6  0F 00 D4 8F 03 00 
   3035     16925.097 DT     0181 Rx 8  00 80 37 92 B7 65 03 00 
   3036     16925.219 DT     0281 Rx 8  00 00 00 00 80 67 0E 00 
   3037     16933.898 DT     0080 Rx 0  
   3038     16934.954 DT     0201 Rx 6  0F 00 A2 B9 03 00 
   3039     16935.073 DT     0181 Rx 8  00 80 37 92 21 8F 03 00 
   3040     16935.192 DT     0281 Rx 8  00 00 00 00 30 98 0F 00 
   3041     16943.873 DT     0080 Rx 0  
   3042     16944.932 DT     0201 Rx 6  0F 00 4D E4 03 00 
   3043     16945.051 DT     0181 Rx 8  00 80 37 92 B4 B8 03 00 
   3044     16945.173 DT     0281 Rx 8  00 00 00 00 F8 53 0E 00 
   3045     16953.849 DT     0080 Rx 0  
   3046     16954.907 DT     0201 Rx 6  0F 00 D2 0F 04 00 
   3047     16955.024 DT     0181 Rx 8  00 80 37 92 CA E3 03 00 
   3048     16955.145 DT     0281 Rx 8  00 00 00 00 30 98 0F 00 
   3049     16963.820 DT     0080 Rx 0  
   3050     16964.877 DT     0201 Rx 6  0F 00 2F 3C 04 00 
   3051     16964.996 DT     0181 Rx 8  00 80 37 92 C3 0E 04 00 
   3052     16965.118 DT     0281 Rx 8  00 00 00 00 10 D3 0D 00 
   3053     16973.794 DT     0080 Rx 0  
   3054     16974.852 DT     0201 Rx 6  0F 00 64 69 04 00 
   3055     16974.969 DT     0181 Rx 8  00 80 37 92 7A 3B 04 00 
   3056     16975.093 DT     0281 Rx 8  00 00 00 00 C8 D2 0F 00 
   3057     16983.767 DT     0080 Rx 0  
   3058     16984.826 DT     0201 Rx 6  0F 00 6D 97 04 00 
   3059     16984.979 DT     0181 Rx 8  00 80 37 92 08 68 04 00 
   3060     16985.103 DT     0281 Rx 8  00 00 00 00 98 DA 0F 00 
   3061     16993.740 DT     0080 Rx 0  
   3062     16994.799 DT     0201 Rx 6  0F 00 4A C6 04 00 
   3063     16994.992 DT     0181 Rx 8  00 80 37 92 C1 96 04 00 
   3064     16995.114 DT     0281 Rx 8  00 00 00 00 78 80 11 00 
   3065     17003.712 DT     0080 Rx 0  
   3066     17004.771 DT     0201 Rx 6  0F 00 F8 F5 04 00 
   3067     17004.954 DT     0181 Rx 8  00 80 37 92 A8 C5 04 00 
   3068     17005.078 DT     0281 Rx 8  00 00 00 00 D0 0C 14 00 
   3069     17013.686 DT     0080 Rx 0  
   3070     17014.745 DT     0201 Rx 6  0F 00 76 26 05 00 
   3071     17014.861 DT     0181 Rx 8  00 80 37 92 C4 F5 04 00 
   3072     17023.661 DT     0080 Rx 0  
   3073     17024.719 DT     0201 Rx 6  0F 00 C1 57 05 00 
   3074     17024.928 DT     0181 Rx 8  00 80 37 92 CB 26 05 00 
   3075     17025.052 DT     0281 Rx 8  24 00 01 00 10 E3 40 10 
   3076     17033.635 DT     0080 Rx 0  
   3077     17034.691 DT     0201 Rx 6  0F 00 D7 89 05 00 
   3078     17034.941 DT     0181 Rx 8  00 80 37 92 FF 58 05 00 
   3079     17035.060 DT     0281 Rx 8  00 00 00 00 98 B6 15 00 
   3080     17043.608 DT     0080 Rx 0  
   3081     17044.662 DT     0201 Rx 6  0F 00 B7 BC 05 00 
   3082     17044.948 DT     0181 Rx 8  00 80 37 92 2F 8A 05 00 
   3083     17045.070 DT     0281 Rx 8  00 00 00 00 90 76 12 00 
   3084     17053.581 DT     0080 Rx 0  
   3085     17054.636 DT     0201 Rx 6  0F 00 5E F0 05 00 
   3086     17054.908 DT     0181 Rx 8  00 80 37 92 05 BC 05 00 
   3087     17055.032 DT     0281 Rx 8  00 00 00 00 D8 F3 10 00 
   3088     17063.554 DT     0080 Rx 0  
   3089     17063.929 DT     0181 Rx 8  00 80 37 92 F5 EA 05 00 
   3090     17064.051 DT     0281 Rx 8  00 00 00 00 C0 EB 12 00 
   3091     17064.608 DT     0201 Rx 6  0F 00 CA 24 06 00 
   3092     17073.525 DT     0080 Rx 0  
   3093     17073.777 DT     0181 Rx 8  00 80 37 92 A2 1E 06 00 
   3094     17073.899 DT     0281 Rx 8  00 00 00 00 E0 2D 15 00 
   3095     17074.582 DT     0201 Rx 6  0F 00 FA 59 06 00 
   3096     17083.500 DT     0080 Rx 0  
   3097     17083.873 DT     0181 Rx 8  00 80 37 92 1B 55 06 00 
   3098     17083.994 DT     0281 Rx 8  00 00 00 00 88 83 17 00 
   3099     17084.554 DT     0201 Rx 6  0F 00 EA 8F 06 00 
   3100     17093.472 DT     0080 Rx 0  
   3101     17093.917 DT     0181 Rx 8  00 80 37 92 DD 8A 06 00 
   3102     17094.039 DT     0281 Rx 8  00 00 00 00 90 6A 14 00 
   3103     17094.527 DT     0201 Rx 6  0F 00 99 C6 06 00 
   3104     17103.446 DT     0080 Rx 0  
   3105     17103.793 DT     0181 Rx 8  00 80 37 92 52 C0 06 00 
   3106     17103.917 DT     0281 Rx 8  00 00 00 00 00 88 13 00 
   3107     17104.505 DT     0201 Rx 6  0F 00 05 FE 06 00 
   3108     17113.418 DT     0080 Rx 0  
   3109     17113.867 DT     0181 Rx 8  00 80 37 92 2A F8 06 00 
   3110     17113.989 DT     0281 Rx 8  00 00 00 00 C8 2B 16 00 
   3111     17114.475 DT     0201 Rx 6  0F 00 2B 36 07 00 
   3112     17123.391 DT     0080 Rx 0  
   3113     17123.912 DT     0181 Rx 8  00 80 37 92 FA 30 07 00 
   3114     17124.031 DT     0281 Rx 8  00 00 00 00 D0 7D 16 00 
   3115     17124.450 DT     0201 Rx 6  0F 00 0A 6F 07 00 
   3116     17133.365 DT     0080 Rx 0  
   3117     17133.889 DT     0181 Rx 8  00 80 37 92 08 69 07 00 
   3118     17134.011 DT     0281 Rx 8  00 00 00 00 D8 E7 12 00 
   3119     17134.422 DT     0201 Rx 6  0F 00 9E A8 07 00 
   3120     17143.340 DT     0080 Rx 0  
   3121     17143.891 DT     0181 Rx 8  00 80 37 92 BA A2 07 00 
   3122     17144.015 DT     0281 Rx 8  00 00 00 00 E0 A4 16 00 
   3123     17144.398 DT     0201 Rx 6  0F 00 E6 E2 07 00 
   3124     17153.312 DT     0080 Rx 0  
   3125     17153.831 DT     0181 Rx 8  00 80 37 92 6A DD 07 00 
   3126     17153.953 DT     0281 Rx 8  00 00 00 00 D0 77 17 00 
   3127     17154.369 DT     0201 Rx 6  0F 00 DE 1D 08 00 
   3128     17163.288 DT     0080 Rx 0  
   3129     17163.847 DT     0181 Rx 8  00 80 37 92 45 17 08 00 
   3130     17163.969 DT     0281 Rx 8  00 00 00 00 D0 06 15 00 
   3131     17164.342 DT     0201 Rx 6  0F 00 86 59 08 00 
   3132     17173.261 DT     0080 Rx 0  
   3133     17173.736 DT     0181 Rx 8  00 80 37 92 2D 5D 08 00 
   3134     17173.858 DT     0281 Rx 8  00 00 00 00 28 75 1C 00 
   3135     17174.315 DT     0201 Rx 6  0F 00 D9 95 08 00 
   3136     17183.232 DT     0080 Rx 0  
   3137     17183.833 DT     0181 Rx 8  00 80 37 92 D6 96 08 00 
   3138     17183.952 DT     0281 Rx 8  00 00 00 00 E8 79 16 00 
   3139     17184.291 DT     0201 Rx 6  0F 00 D7 D2 08 00 
   3140     17193.209 DT     0080 Rx 0  
   3141     17193.835 DT     0181 Rx 8  00 80 37 92 5A D3 08 00 
   3142     17193.954 DT     0281 Rx 8  00 00 00 00 20 B2 19 00 
   3143     17194.270 DT     0201 Rx 6  0F 00 7C 10 09 00 
   3144     17203.086 DT     0080 Rx 0  
   3145     17203.612 DT     0181 Rx 8  00 80 37 92 D5 10 09 00 
   3146     17203.734 DT     0281 Rx 8  00 00 00 00 B8 87 15 00 
   3147     17204.143 DT     0201 Rx 6  0F 00 C6 4E 09 00 
   3148     17213.059 DT     0080 Rx 0  
   3149     17213.719 DT     0181 Rx 8  00 80 37 92 D6 4E 09 00 
   3150     17213.841 DT     0281 Rx 8  00 00 00 00 68 AC 18 00 
   3151     17214.113 DT     0201 Rx 6  0F 00 B2 8D 09 00 
   3152     17223.034 DT     0080 Rx 0  
   3153     17223.722 DT     0181 Rx 8  00 80 37 92 27 8E 09 00 
   3154     17223.844 DT     0281 Rx 8  00 00 00 00 F8 94 18 00 
   3155     17224.089 DT     0201 Rx 6  0F 00 3F CD 09 00 
   3156     17233.006 DT     0080 Rx 0  
   3157     17233.726 DT     0181 Rx 8  00 80 37 92 E9 CC 09 00 
   3158     17233.850 DT     0281 Rx 8  00 00 00 00 A8 CB 18 00 
   3159     17234.061 DT     0201 Rx 6  0F 00 68 0D 0A 00 
   3160     17242.979 DT     0080 Rx 0  
   3161     17243.705 DT     0181 Rx 8  00 80 37 92 ED 0D 0A 00 
   3162     17243.827 DT     0281 Rx 8  00 00 00 00 E0 21 17 00 
   3163     17244.035 DT     0201 Rx 6  0F 00 2C 4E 0A 00 
   3164     17252.953 DT     0080 Rx 0  
   3165     17253.587 DT     0181 Rx 8  00 80 37 92 B5 4D 0A 00 
   3166     17253.713 DT     0281 Rx 8  00 00 00 00 80 A8 18 00 
   3167     17254.006 DT     0201 Rx 6  0F 00 88 8F 0A 00 
   3168     17262.925 DT     0080 Rx 0  
   3169     17263.679 DT     0181 Rx 8  00 80 37 92 94 8F 0A 00 
   3170     17263.800 DT     0281 Rx 8  00 00 00 00 78 56 18 00 
   3171     17263.981 DT     0201 Rx 6  0F 00 7A D1 0A 00 
   3172     17272.894 DT     0080 Rx 0  
   3173     17273.567 DT     0181 Rx 8  00 80 37 92 6A D1 0A 00 
   3174     17273.688 DT     0281 Rx 8  00 00 00 00 68 1D 1B 00 
   3175     17273.953 DT     0201 Rx 6  0F 00 FE 13 0B 00 
   3176     17282.868 DT     0080 Rx 0  
   3177     17283.582 DT     0181 Rx 8  00 80 37 92 FA 13 0B 00 
   3178     17283.704 DT     0281 Rx 8  00 00 00 00 50 B6 17 00 
   3179     17283.922 DT     0201 Rx 6  0F 00 13 57 0B 00 
   3180     17292.842 DT     0080 Rx 0  
   3181     17293.690 DT     0181 Rx 8  00 80 37 92 A0 57 0B 00 
   3182     17293.812 DT     0281 Rx 8  00 00 00 00 58 EA 1C 00 
   3183     17293.914 DT     0201 Rx 6  0F 00 B5 9A 0B 00 
   3184     17302.811 DT     0080 Rx 0  
   3185     17303.665 DT     0181 Rx 8  00 80 37 92 9F 9A 0B 00 
   3186     17303.787 DT     0281 Rx 8  00 00 00 00 B0 9A 19 00 
   3187     17303.888 DT     0201 Rx 6  0F 00 E1 DE 0B 00 
   3188     17312.783 DT     0080 Rx 0  
   3189     17313.652 DT     0181 Rx 8  00 80 37 92 1A DF 0B 00 
   3190     17313.771 DT     0281 Rx 8  00 00 00 00 28 7B 1B 00 
   3191     17313.875 DT     0201 Rx 6  0F 00 96 23 0C 00 
   3192     17322.758 DT     0080 Rx 0  
   3193     17323.534 DT     0181 Rx 8  00 80 37 92 EA 22 0C 00 
   3194     17323.656 DT     0281 Rx 8  00 00 00 00 68 1D 1B 00 
   3195     17323.813 DT     0201 Rx 6  0F 00 CF 68 0C 00 
   3196     17332.730 DT     0080 Rx 0  
   3197     17333.671 DT     0181 Rx 8  00 80 37 92 85 68 0C 00 
   3198     17333.790 DT     0281 Rx 8  00 00 00 00 A0 73 19 00 
   3199     17333.897 DT     0201 Rx 6  0F 00 8B AE 0C 00 
   3200     17342.704 DT     0080 Rx 0  
   3201     17343.528 DT     0181 Rx 8  00 80 37 92 FF AE 0C 00 
   3202     17343.652 DT     0281 Rx 8  00 00 00 00 68 11 1D 00 
   3203     17343.769 DT     0201 Rx 6  0F 00 C6 F4 0C 00 
   3204     17352.675 DT     0080 Rx 0  
   3205     17353.634 DT     0181 Rx 8  00 80 37 92 6F F4 0C 00 
   3206     17353.740 DT     0201 Rx 6  0F 00 7E 3B 0D 00 
   3207     17353.858 DT     0281 Rx 8  00 00 00 00 98 1B 1A 00 
   3208     17362.649 DT     0080 Rx 0  
   3209     17363.627 DT     0181 Rx 8  00 80 37 92 BD 3B 0D 00 
   3210     17363.730 DT     0201 Rx 6  0F 00 B0 82 0D 00 
   3211     17363.852 DT     0281 Rx 8  00 00 00 00 E0 86 1B 00 
   3212     17372.623 DT     0080 Rx 0  
   3213     17373.647 DT     0181 Rx 8  00 80 37 92 AD 82 0D 00 
   3214     17373.749 DT     0201 Rx 6  0F 00 58 CA 0D 00 
   3215     17373.873 DT     0281 Rx 8  00 00 00 00 E0 80 1C 00 
   3216     17382.598 DT     0080 Rx 0  
   3217     17383.618 DT     0181 Rx 8  00 80 37 92 AE C9 0D 00 
   3218     17383.722 DT     0201 Rx 6  0F 00 75 12 0E 00 
   3219     17383.844 DT     0281 Rx 8  00 00 00 00 98 98 1A 00 
   3220     17392.572 DT     0080 Rx 0  
   3221     17393.507 DT     0181 Rx 8  00 80 37 92 6A 12 0E 00 
   3222     17393.629 DT     0281 Rx 8  00 00 00 00 A8 C5 19 00 
   3223     17393.736 DT     0201 Rx 6  0F 00 03 5B 0E 00 
   3224     17402.547 DT     0080 Rx 0  
   3225     17403.614 DT     0181 Rx 8  00 80 37 92 6A 5B 0E 00 
   3226     17403.717 DT     0201 Rx 6  0F 00 FF A3 0E 00 
   3227     17403.836 DT     0281 Rx 8  00 00 00 00 18 42 1E 00 
   3228     17412.519 DT     0080 Rx 0  
   3229     17413.586 DT     0181 Rx 8  00 80 37 92 0F A4 0E 00 
   3230     17413.687 DT     0201 Rx 6  0F 00 66 ED 0E 00 
   3231     17413.809 DT     0281 Rx 8  00 00 00 00 28 6F 1D 00 
   3232     17422.493 DT     0080 Rx 0  
   3233     17423.551 DT     0201 Rx 6  0F 00 35 37 0F 00 
   3234     17423.667 DT     0181 Rx 8  00 80 37 92 6A ED 0E 00 
   3235     17423.791 DT     0281 Rx 8  00 00 00 00 08 27 1C 00 
   3236     17432.467 DT     0080 Rx 0  
   3237     17433.524 DT     0201 Rx 6  0F 00 69 81 0F 00 
   3238     17433.643 DT     0181 Rx 8  00 80 37 92 6C 37 0F 00 
   3239     17433.767 DT     0281 Rx 8  00 00 00 00 50 0F 1E 00 
   3240     17442.439 DT     0080 Rx 0  
   3241     17443.479 DT     0181 Rx 8  00 80 37 92 60 81 0F 00 
   3242     17443.583 DT     0201 Rx 6  0F 00 00 CC 0F 00 
   3243     17443.707 DT     0281 Rx 8  00 00 00 00 A0 55 1E 00 
   3244     17452.415 DT     0080 Rx 0  
   3245     17453.469 DT     0201 Rx 6  0F 00 F6 16 10 00 
   3246     17453.586 DT     0181 Rx 8  00 80 37 92 69 CB 0F 00 
   3247     17453.707 DT     0281 Rx 8  00 00 00 00 28 F2 1C 00 
   3248     17462.388 DT     0080 Rx 0  
   3249     17463.443 DT     0201 Rx 6  0F 00 49 62 10 00 
   3250     17463.593 DT     0181 Rx 8  00 80 37 92 68 16 10 00 
   3251     17463.713 DT     0281 Rx 8  00 00 00 00 A0 EA 1A 00 
   3252     17472.361 DT     0080 Rx 0  
   3253     17473.418 DT     0201 Rx 6  0F 00 F4 AD 10 00 
   3254     17473.574 DT     0181 Rx 8  00 80 37 92 63 62 10 00 
   3255     17473.694 DT     0281 Rx 8  00 00 00 00 88 E8 1B 00 
   3256     17482.333 DT     0080 Rx 0  
   3257     17483.389 DT     0201 Rx 6  0F 00 F5 F9 10 00 
   3258     17483.570 DT     0181 Rx 8  00 80 37 92 77 AE 10 00 
   3259     17483.692 DT     0281 Rx 8  00 00 00 00 F0 9B 1E 00 
   3260     17492.306 DT     0080 Rx 0  
   3261     17493.362 DT     0201 Rx 6  0F 00 4A 46 11 00 
   3262     17493.481 DT     0181 Rx 8  00 80 37 92 EE F9 10 00 
   3263     17493.601 DT     0281 Rx 8  00 00 00 00 78 B5 1D 00 
   3264     17502.279 DT     0080 Rx 0  
   3265     17503.332 DT     0201 Rx 6  0F 00 EF 92 11 00 
   3266     17503.525 DT     0181 Rx 8  00 80 37 92 3F 46 11 00 
   3267     17503.649 DT     0281 Rx 8  00 00 00 00 F8 7C 1C 00 
   3268     17512.251 DT     0080 Rx 0  
   3269     17513.307 DT     0201 Rx 6  0F 00 E0 DF 11 00 
   3270     17513.546 DT     0181 Rx 8  00 80 37 92 45 93 11 00 
   3271     17513.668 DT     0281 Rx 8  00 00 00 00 A8 2A 1E 00 
   3272     17522.225 DT     0080 Rx 0  
   3273     17523.280 DT     0201 Rx 6  0F 00 1B 2D 12 00 
   3274     17523.425 DT     0181 Rx 8  00 80 37 92 19 E0 11 00 
   3275     17523.547 DT     0281 Rx 8  00 00 00 00 88 D0 1F 00 
   3276     17532.197 DT     0080 Rx 0  
   3277     17533.254 DT     0201 Rx 6  0F 00 9D 7A 12 00 
   3278     17533.516 DT     0181 Rx 8  00 80 37 92 B2 2C 12 00 
   3279     17533.638 DT     0281 Rx 8  00 00 00 00 B8 C8 1F 00 
   3280     17542.173 DT     0080 Rx 0  
   3281     17542.510 DT     0181 Rx 8  00 80 37 92 4A 72 12 00 
   3282     17542.631 DT     0281 Rx 8  00 00 00 00 98 09 1D 00 
   3283     17543.231 DT     0201 Rx 6  0F 00 62 C8 12 00 
   3284     17552.145 DT     0080 Rx 0  
   3285     17552.532 DT     0181 Rx 8  00 80 37 92 58 C0 12 00 
   3286     17552.654 DT     0281 Rx 8  00 00 00 00 C8 8A 1B 00 
   3287     17553.203 DT     0201 Rx 6  0F 00 68 16 13 00 
   3288     17562.118 DT     0080 Rx 0  
   3289     17562.396 DT     0181 Rx 8  00 80 37 92 CE 0E 13 00 
   3290     17562.518 DT     0281 Rx 8  00 00 00 00 F0 2A 1C 00 
   3291     17563.176 DT     0201 Rx 6  0F 00 AA 64 13 00 
   3292     17572.092 DT     0080 Rx 0  
   3293     17572.544 DT     0181 Rx 8  00 80 37 92 B1 5D 13 00 
   3294     17572.666 DT     0281 Rx 8  00 00 00 00 70 D4 1F 00 
   3295     17573.146 DT     0201 Rx 6  0F 00 27 B3 13 00 
   3296     17582.065 DT     0080 Rx 0  
   3297     17582.499 DT     0181 Rx 8  00 80 37 92 C5 AB 13 00 
   3298     17582.621 DT     0281 Rx 8  00 00 00 00 48 34 1F 00 
   3299     17583.121 DT     0201 Rx 6  0F 00 DB 01 14 00 
   3300     17592.035 DT     0080 Rx 0  
   3301     17592.478 DT     0181 Rx 8  00 80 37 92 50 FA 13 00 
   3302     17592.600 DT     0281 Rx 8  00 00 00 00 D8 99 1F 00 
   3303     17593.095 DT     0201 Rx 6  0F 00 C2 50 14 00 
   3304     17602.012 DT     0080 Rx 0  
   3305     17602.459 DT     0181 Rx 8  00 80 37 92 CE 48 14 00 
   3306     17602.581 DT     0281 Rx 8  00 00 00 00 D8 9F 1E 00 
   3307     17603.068 DT     0201 Rx 6  0F 00 DA 9F 14 00 
   3308     17611.986 DT     0080 Rx 0  
   3309     17612.361 DT     0181 Rx 8  00 80 37 92 12 98 14 00 
   3310     17612.486 DT     0281 Rx 8  00 00 00 00 A0 D2 1E 00 
   3311     17613.044 DT     0201 Rx 6  0F 00 1F EF 14 00 
   3312     17621.959 DT     0080 Rx 0  
   3313     17622.466 DT     0181 Rx 8  00 80 37 92 63 E7 14 00 
   3314     17622.588 DT     0281 Rx 8  00 00 00 00 60 AD 1F 00 
   3315     17623.017 DT     0201 Rx 6  0F 00 8E 3E 15 00 
   3316     17631.935 DT     0080 Rx 0  
   3317     17632.453 DT     0181 Rx 8  00 80 37 92 AF 36 15 00 
   3318     17632.572 DT     0281 Rx 8  00 00 00 00 30 AF 20 00 
   3319     17632.991 DT     0201 Rx 6  0F 00 24 8E 15 00 
   3320     17641.908 DT     0080 Rx 0  
   3321     17642.476 DT     0181 Rx 8  00 80 37 92 20 86 15 00 
   3322     17642.600 DT     0281 Rx 8  00 00 00 00 C0 97 20 00 
   3323     17642.962 DT     0201 Rx 6  0F 00 DE DD 15 00 
   3324     17651.881 DT     0080 Rx 0  
   3325     17652.349 DT     0181 Rx 8  00 80 37 92 7E D5 15 00 
   3326     17652.471 DT     0281 Rx 8  00 00 00 00 D0 41 20 00 
   3327     17652.938 DT     0201 Rx 6  0F 00 B8 2D 16 00 
   3328     17661.855 DT     0080 Rx 0  
   3329     17662.464 DT     0181 Rx 8  00 80 37 92 E9 24 16 00 
   3330     17662.583 DT     0281 Rx 8  00 00 00 00 38 90 1E 00 
